id,url,title,parkCode,description,category,relatedRoadEvents,lastIndexedDate,Road_Closure_LLM,Road_Closure_RegEx
DCFFA012-71B8-4FFC-A727-F04F1C70738A,https://www.nps.gov/goga/planyourvisit/park-status-during-2025-lapse.htm,Fort Point open Friday through Sunday; other nearby areas of GGNRA closed,fopo,"The fort will be open Friday through Sunday. Many nearby areas of Golden Gate National Recreation Area are partially or fully closed. For a complete list, see the link below.",Park Closure,[],2025-10-16 00:00:00.0,no,no
02D1C6CD-6344-4915-85D2-2BA842846C0F,,White House Visitor Center Closed,whho,The White House Visitor Center on Pennsylvania Avenue is currently closed.,Park Closure,[],2025-10-15 00:00:00.0,no,no
3C26F7B6-5D18-43B9-9627-BC4EE02AA0F1,https://www.doi.gov/shutdown,What to Expect During Government Funding Lapse,lewi,The following are not currently open or accessible at this time: Fort Clatsop Visitor Center and parking area. Fort Clatsop Replica and parking area. Netul Landing and parking area. Fort to Sea Trail will remain open. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.,Park Closure,[],2025-10-15 00:00:00.0,yes,no
AF4DED50-0FA9-474D-9E43-2080A4936E23,,Some facilities closed,anti,"Visitor Center, Dunker Church, War Department Tower, and National Cemetery Lodge are closed and are not accessible.",Park Closure,[],2025-10-15 00:00:00.0,no,no
734C8C1D-CB6F-4623-AEFB-2E48B5F85469,,What to Expect During Government Funding Lapse,cavo,The following are not currently open or accessible at this time: the Capulin Volcano Visitor Center; motor vehicle access on Volcano Highway to the top parking lot (hiking and biking are allowed); or bathrooms (only vault toilet at Volcano top parking lot via 2 mile hike or bike).,Park Closure,[],2025-10-15 00:00:00.0,yes,no
83A20F0F-4897-4072-B621-24A930D324A2,,What to Expect During Government Funding Lapse,jomu,"The following areas are not currently open or accessible at this time: The visitor center, historic home, and main grounds.",Park Closure,[],2025-10-15 00:00:00.0,no,no
E2FD8FA7-D5D7-4324-A0B0-A83F74A5BDFA,,What to Expect During Government Funding Lapse,jomu,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-15 00:00:00.0,no,no
46B4C4CC-00CC-47D0-89B4-300492784E69,,What to Expect During Government Funding Lapse,euon,"The following areas are not currently open or accessible at this time: The historic home, courtyard, and the pathways behind the home.",Park Closure,[],2025-10-15 00:00:00.0,no,no
0EC6E593-D153-4211-9A72-7BDF00CCBE4C,,What to Expect During Government Funding Lapse,euon,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-15 00:00:00.0,no,no
6874F45C-6A5B-4808-90C4-91DEC60776A8,,Park Closures,jica,"The following areas are not currently open or accessible at this time: Plains High School Visitor Center and Museum, interior of Plains Depot, all buildings at the Jimmy Carter Boyhood Farm.",Park Closure,[],2025-10-15 00:00:00.0,no,no
C519D03B-4CC0-4B9D-8BC0-C683D32828B0,,Accessible Areas,jica,"In general all other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable, visitors are expected to protect park resources by following all regulations and ""Leave No Trace"" practices.",Information,[],2025-10-15 00:00:00.0,no,no
FA4A9DD5-B65D-4A29-A2D6-86DFF8B0E1E5,,Road Closures on Howland Hill Road,redw,"From the evening of October 14 to October 17, Redwood National and State Parks will close the western end of Howland Hill road, between Elk Valley Road and Boy Scout Tree trail. Starting October 21, the eastern side of Howland Hill Road will be closed between South Fork Road and Boy Scout Tree trail. Visitors will be able to access trails on Howland Hill road from the eastern or western side of the road, respectively.",Information,[],2025-10-15 00:00:00.0,yes,yes
6FB8B442-F0D4-41B7-8F78-92753E5343CD,,What to Expect During Government Funding Lapse,paal,There are currently no amenities or services available due to the lapse in government funding.,Park Closure,[],2025-10-14 00:00:00.0,no,no
7D695D69-3062-49B9-AE44-604D9E866C5C,,What to Expect During Government Funding Lapse,amch,"The following facilities are not currently open or accessible at this time: Reconstructed Barrack, Columbarium and Restored Recreation Hall.",Park Closure,[],2025-10-14 00:00:00.0,no,no
DFB9BF8C-D72D-41BB-86B9-739E457E8084,,The campground is closed for the season.,deto,The campground is closed for the season. The campground will reopen for the season in Mid-May.,Park Closure,[],2025-10-14 00:00:00.0,no,no
9ABF5DE7-4E30-4FDC-ADF0-A689A5B7C9DF,https://ptreyes.org/2025-government-shutdown-updates-point-reyes-national-seashore/,What to Expect During Government Funding Lapse,pore,"We are working with partners to maintain as much access as possible to facilities and park lands during the lapse in appropriations. For up-to-date details, visit https://ptreyes.org/2025-government-shutdown-updates-point-reyes-national-seashore/.",Information,[],2025-10-14 00:00:00.0,no,no
32CE0301-5F73-4360-A30F-0AAFDE759553,https://www.nps.gov/yose/planyourvisit/safety.htm,Yosemite remains as accessible as possible,yose,"In general, Yosemite remains as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and Leave No Trace practices.",Information,[],2025-10-14 00:00:00.0,no,no
ABF1D2B4-3730-47E4-BCC4-EB51FE452F2F,,Prescribed Burning in Progress - Expect Smoke Along Munson Valley Road,crla,Weather conditions are favorable for the park to do some necessary burning of wood piles to enhance fire safety along the road between Hwy 62 and Park Headquarters. Expect smoky conditions and be on the lookout for firefighters and their vehicles along the road corridor. Please drive with caution and do not report the fires in this area.,Caution,[],2025-10-14 00:00:00.0,no,no
E4612336-3459-493D-9D6A-00CE24ECC61E,,No Gasoline Available in Park,crla,The gas station at Mazama Village has closed for the season. No gasoline is available for purchase in the park. Running out of gas will require calling a tow truck to assist. Please plan accordingly!,Caution,[],2025-10-14 00:00:00.0,no,no
8C679FBC-2693-4361-A7A7-902B5E2B14ED,https://gomuirwoods.com/,Muir Woods closed due to lapse in federal appropriations,muwo,"Parking reservations will be refunded. For more information, visit gomuirwoods.com.",Park Closure,[],2025-10-14 00:00:00.0,no,no
2530CC12-B52C-4E14-AD16-754E9ED1352F,,What to Expect During Government Funding Lapse,memy,The Medgar and Myrlie Evers House is not currently open or accessible at this time. Myrlie's Garden and the grounds around the home are open.,Park Closure,[],2025-10-14 00:00:00.0,no,no
3AE3D70F-9C2F-48A4-A10E-D3FACF4FB8E4,,Road Closures May Be in Effect,lavo,Weather patterns in October and November may cause the park road to close temporarily due to snow. Alerts may not be updated in a timely manner due to the lapse in appropriations. Please check local weather forecasts and plan accordingly when considering a trip to Lassen in the fall.,Caution,[],2025-10-14 00:00:00.0,yes,no
907C772D-8395-4F2B-B608-75D552350771,,"Visitor Center, Cave Tours, and Cave Access Trail are Closed for the Season",tica,The cave tour season at Timpanogos Cave National Monument is generally late May through early October.,Park Closure,[],2025-10-14 00:00:00.0,no,no
6E34CD95-476A-4DAB-9377-3DE4542F53A4,,Winter Season Closures,mora,"The following regular winter season closures are in place as of October 14: Cougar Rock Campground and picnic area, White River Campground, Paradise Picnic Area, Valley Road and Sunrise Road. On October 20 (or sooner if weather requires), the following areas will close: Stevens Canyon Road and the White River Road at State Route 410.",Park Closure,[],2025-10-14 00:00:00.0,yes,yes
9426DCA7-C2AD-42A8-9D2E-93CA55918929,,What to Expect During Government Funding Lapse,spar,There are currently no amenities or services available at Springfield Armory National Historic Site due to the lapse in government funding. The grounds are open during the day.,Park Closure,[],2025-10-14 00:00:00.0,no,no
541F6968-7607-40A0-BCB8-C61EC5C64DA4,,What to Expect During Government Funding Lapse,fodo,"The following roads are not currently open or accessible to vehicles at this time: main park road to river batteries (Tour Stop #4), Graves Battery Road and National Cemetery Drive. All roads, trails and park grounds remain open to pedestrian traffic.",Park Closure,[],2025-10-14 00:00:00.0,yes,no
826FCEAE-3847-46E2-9122-E07F25D96E96,,What to Expect During Government Funding Lapse,viis,"The following are not currently open or accessible at this time: Visitor Center, Visitor Center restrooms, and Red Hook facilities. We are working with partners to maintain as much access as possible to facilities and park lands during the lapse in appropriations.",Park Closure,[],2025-10-14 00:00:00.0,no,no
94C2A8E7-4BFD-4F9D-85AD-B46BB935372C,,What to Expect During Government Funding Lapse,grsa,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices. As of Sunday 10-12-2025, the Visitor Center and Western National Parks Park Store are open under a donation agreement.",Information,[],2025-10-14 00:00:00.0,no,no
4541E136-7CAC-4E12-B72E-8D98A49FB93B,,Going-to-the-Sun Road Seasonal Closure,glac,"Going-to-the-Sun Road is now closed for the season between Avalanche Creek and Logan Pass. Travel on other sections of the road, including for hiker-biker access, may change at any time due to winter weather conditions. Travelers in the area should stay informed about road conditions as they may affect park access.",Park Closure,[],2025-10-14 00:00:00.0,yes,yes
6CE4F961-78E8-4C60-B09D-B5BBB11CBE64,,What to Expect During Government Funding Lapse,band,"The following are not currently open or accessible at this time: The Visitor Center, Cafe, Park Store, Frijoles Canyon, and the Tsankawi unit, including the hiking trails such as the Pueblo Loop, Alcove House, Frey, and Tyuonyi Overlook Trails. Juniper Campground is currently open.",Park Closure,[],2025-10-13 00:00:00.0,no,no
0927C7D3-61A1-406F-B115-5881E53D05CC,,Alcove House Closures,band,"Ladder replacement work has begun on the Alcove House. Temporary closures will be in effect, check with Visitor Center Staff for up-to-date information. Trail access to the Alcove House and beyond to Frijoles Canyon will remain open with temporary delays.",Park Closure,[],2025-10-13 00:00:00.0,no,no
64E1B080-8058-463A-B6B9-8E6BAB7AABD5,,Black Rock Fire,jotr,"Joshua Tree National Park is currently responding to a fire near Black Rock Campground. As of now, Black Rock Visitor Center, Black Rock Art Gallery, Black Rock Campground, and surrounding trails are closed until Thursday, October 16th. The fire in its current footprint has reached 72 acres and it is now 80% contained.",Danger,[],2025-10-13 00:00:00.0,no,no
0FEF793B-2E25-4FD8-90E1-440794EBB1CA,,What to Expect During Government Funding Lapse,hocu,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-12 00:00:00.0,no,no
9144FBD2-DE99-4817-870F-0D8ED0DCB103,,What to Expect During Government Funding Lapse,hocu,The Mound City Group Visitor Center is not open or accessible at this time.,Park Closure,[],2025-10-12 00:00:00.0,no,no
FCCD6AAE-4A39-4B3E-9784-6032AB35B150,,What to Expect During Government Funding Lapse,cowp,"There are currently no amenities or services available due to the lapse in government funding. All buildings/facilities/public restrooms including the tour road, parking lots beyond the main gate, and visitor center are closed.",Park Closure,[],2025-10-12 00:00:00.0,yes,yes
CB654C3F-B9D9-4347-9838-6C86E7E7DFA7,,What to Expect During Government Funding Lapse,nisi,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-12 00:00:00.0,no,no
84247876-A377-458A-8D87-70B6B415E01D,,What to Expect During Government Funding Lapse,cowp,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-12 00:00:00.0,no,no
AF8E7F5D-49C1-4A1A-BE6C-6DD6BCA65C05,,What to Expect During Government Funding Lapse,kimo,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-12 00:00:00.0,no,no
48FD6DF9-3BCC-46E9-B34A-C4FB800D2D7C,,What to Expect During Government Funding Lapse,efmo,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-12 00:00:00.0,no,no
AFD9D064-AA5E-42EE-9F1D-E867AF20EA3E,,What to Expect During Government Funding Lapse,kimo,There are currently no amenities or services available due to the lapse in government funding. All buildings/facilities/public restrooms are closed including the visitor center and headquarters parking lots.,Park Closure,[],2025-10-12 00:00:00.0,yes,yes
4BCB812B-5757-496B-A179-4CDBD023DA1F,,What to Expect During Government Funding Lapse,nisi,There are currently no amenities or services available due to the lapse in government funding. The park visitor center and restrooms are closed.,Park Closure,[],2025-10-12 00:00:00.0,no,no
3F1BA2C5-D812-47C3-A00D-6DB26100B92D,,What to Expect During Government Funding Lapse,efmo,"The visitor center is closed. However, all of the park's trails remain open dawn to dusk.",Park Closure,[],2025-10-12 00:00:00.0,no,no
142F702E-37BD-4A4C-ACDF-BEC524FF9F43,https://www.nps.gov/klgo/index.htm,Park Closure,klgo,"The following visitor facilities in Skagway are not currently open or accessible at this time: Visitor Center, Mascot Saloon, Moore House, and other exhibits in park service buildings. Outdoor exhibits in the historic district of Skagway are accessible.",Park Closure,[],2025-10-12 00:00:00.0,no,no
36E29340-3ACB-4B53-A32F-8D7AD9664D6C,,What to Expect During Government Funding Lapse,cong,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-11 00:00:00.0,no,no
BD0DC229-D792-465F-8285-CD2ED1D0474A,,What to Expect During a Government Funding Lapse,gumo,McKittrick Canyon as accessed from Highway 62/180 is closed during a lapse in appropriations. Other areas of the park remain accessible.,Park Closure,[],2025-10-11 00:00:00.0,yes,yes
9324E73D-689F-434E-BA92-F16466F7090F,,What to Expect During Government Funding Lapse,cong,"The following facilities are not open at this time: Harry Hampton Visitor Center, Eastern National Park Store.",Park Closure,[],2025-10-11 00:00:00.0,no,no
67894EDA-477C-4543-A553-8BA1F6253967,,Park is open and accessible,maca,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-11 00:00:00.0,no,no
725D3998-9CA4-4ABF-A92A-4B7B2196AA85,,View all alerts,maca,"Click on ""view all alerts"" below for important details on accessing the park",Park Closure,[],2025-10-11 00:00:00.0,no,no
F189CC54-4E3B-45DE-8AFA-B7931A9D2A67,,What to Expect During Government Funding Lapse,cany,The following visitor contact locations are not currently open or accessible at this time: Hans Flat Ranger Station. Park entrance station booths are also closed.,Park Closure,[],2025-10-11 00:00:00.0,no,no
FA9C080B-E8C6-4E00-95DA-5B0787E42455,,Visitor Center and Cave Tours Closed,wica,The Wind Cave National Park Visitor Center and cave tours are not currently open or accessible at this time.,Park Closure,[],2025-10-11 00:00:00.0,no,no
4CFFF1D0-AB60-4C96-BBA8-D9C0B5E5514D,,What to Expect During Government Funding Lapse,piro,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-11 00:00:00.0,no,no
96B7821F-F837-4E71-B7DD-3EEC232CDF85,,What to Expect During Government Funding Lapse,wica,"In general, other areas within this park remain as accessible as possible, including trails, roads, and the Elk Mountain Campground. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-11 00:00:00.0,no,no
C518903F-9F4C-4FFC-8BAD-4C609A5EAE2E,https://www.nps.govdoi.gov/shutdown,What to Expect During Government Funding Lapse,deso,"There are currently no amenities or services available due to the lapse in government funding. In general, trails within this park remain as accessible as possible. Visitors are expected to protect park resources by following all regulations and ""Leave No Trace"" practices. https://www.nps.gov/articles/leave-no-trace-seven-principles.htm For more information, please visit: doi.gov/shutdown",Park Closure,[],2025-10-10 00:00:00.0,no,no
4F075273-D315-4E85-913A-482D59860D12,,What to Expect During Government Funding Lapse,afbg,There are currently no amenities or services available at African Burial Ground National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
1128F9FF-52AD-4FC6-B0FA-F03CA6AF60D9,,What to Expect During Government Funding Lapse,brvb,There are currently no amenities or services available at Brown v. Board of Education National Historical Park due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
49FDF670-8250-47D5-B22E-8F3282438E94,,What to Expect During Government Funding Lapse,bepa,There are currently no amenities or services available at Belmont-Paul Women's Equality National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
4229AE4F-5594-4BBA-99A6-2B43B017557A,,Federal Government Shutdown Information,wicr,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
0CAEE656-F5A1-46F8-8F46-CDD0251C12E7,,What to Expect During Government Funding Lapse,beol,There are currently no amenities or services available at Bent's Old Fort National Historic Site due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
BD8F4F1E-A543-4B4F-86A2-B19F7445261F,,What to Expect During Government Funding Lapse,cagr,There are currently no amenities or services available at Casa Grande Ruins National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
CA929877-DE05-460C-97AE-EF59199CE101,,What to Expect During Government Funding Lapse,azru,There are currently no amenities or services available at Aztec Ruins National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
6F8BDEC3-33F4-4B34-8246-732BDDF4C4A4,,What to Expect During Government Funding Lapse,cabr,There are currently no amenities or services available at Cabrillo National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
28B2CB94-87C7-4956-9BA1-C697F063CECD,,What to Expect During Government Funding Lapse,wicr,"The following facilities are not currently open or accessible at this time: The Wilson's Creek Visitor Center and all connected services including restrooms, museum, gift shop, and library.",Park Closure,[],2025-10-10 00:00:00.0,no,no
7C3D272A-AE06-4B73-AF7D-2C1EF6C8EF7A,,What to Expect During Government Funding Lapse,cari,There are currently no amenities or services available Cane River Creole National Historical Park due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
D0C8EEAE-775D-44EA-AE7E-4228EE87D20C,,What to Expect During Government Funding Lapse,chcu,There are currently no amenities or services available at Chaco Culture National Historical Park due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
3A9601C2-ECD1-41BF-B927-6AD2784B382F,,What to Expect During Government Funding Lapse,chsc,There are currently no amenities or services available at Little Rock Central High School National Historic Site due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
4012A837-61F0-4BC9-BB4A-6E3BAF2CABC9,,What to Expect During Government Funding Lapse,daav,There are currently no amenities or services available at Dayton Aviation Heritage National Historical Park due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
68E96F4B-EC70-46C7-87DC-A54092E870C7,,What to Expect During Government Funding Lapse,chyo,There are currently no amenities or services available at Charles Young Buffalo Soldiers National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
BC5E7650-3528-4150-A986-E16D0CA850CE,,What to Expect During Government Funding Lapse,sahi,"The following facilities are not currently open or accessible at this time: The Theodore Roosevelt Home, Old Orchard Museum & Visitor Center, Park Bookstore. In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Park Closure,[],2025-10-10 00:00:00.0,no,no
137248BE-1375-4CCC-B61E-CCFA0789FCD2,,What to Expect During Government Funding Lapse,sapu,"In general, other areas within this park such as the Abo Unit remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
4B5B13CD-4A4C-4814-831A-88780E90CF0D,,What to Expect During Government Funding Lapse,sapu,"The following units within Salinas Pueblo Missions National Monument are not currently open or accessible at this time: Mountainair Headquarters Visitor Center, Quarai Unit, and Gran Quivira Unit.",Park Closure,[],2025-10-10 00:00:00.0,no,no
14DC766B-1B3D-4CD5-8E3E-AB55180B12A8,,What to Expect During Government Funding Lapse,fila,There are currently no amenities or services available at First Ladies National Historic Site due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
5FA7E49F-2E51-489B-9307-BD52FCB7CDB3,,What to Expect During Government Funding Lapse,fobu,There are currently no amenities or services available at Fossil Butte National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
F312FCDC-508C-4700-A9E6-E513EF9F5005,,What to Expect During Government Funding Lapse,chpi,There are currently no amenities or services available at Charles Pinckney National Historic Site due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
C9599793-F3B5-4741-83AB-F4DBE5073012,,What to Expect During Government Funding Lapse,edal,There are currently no amenities or services available at Edgar Allan Poe National Historic Site due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
2C470E27-4F53-4D54-BE9D-FBD3F08CFFBA,,What to Expect During Government Funding Lapse,edis,There are currently no amenities or services available at Thomas Edison National Historical Park due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
F6E0094D-DA81-475C-BE25-CD71CE2C7BE5,,What to Expect During Government Funding Lapse,ciro,There are currently no amenities or services available at City Of Rocks National Reserve due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
E0A50B5A-EA66-481E-8E19-D75A8AC0F94B,,What to Expect During Government Funding Lapse,feha,There are currently no amenities or services available at Federal Hall National Memorial due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
EABB1D10-CE15-4815-AB31-A17F8EFAF959,,What to Expect During Government Funding Lapse,elmo,There are currently no amenities or services available at El Morro National Monument due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
859D2A96-EF26-4B41-9289-ED2FE07F4514,,What to Expect During Government Funding Lapse,fola,There are currently no amenities or services available at Fort Laramie National Historic Site due to the lapse in government funding.,Park Closure,[],2025-10-10 00:00:00.0,no,no
