id,url,title,parkCode,description,category,relatedRoadEvents,lastIndexedDate
442E4F2B-C87C-4984-8315-DA2B02F729F3,https://www.nps.gov/biso/learn/news/big-south-fork-announces-temporary-closure-of-blue-heron-tipple-bridge.htm,Big South Fork Announces Temporary Closure of Blue Heron Tipple Bridge,biso,"Big South Fork NRRA has announced the temporary closure of the historic Blue Heron Tipple Bridge, effective immediately in the interest of visitor safety. A recent bridge safety inspection conducted by the Federal Highway Administration identified structural issues specific to the pier’s bridge decking which is now leaning beyond acceptable standards.",Information,[],2025-09-29 00:00:00.0
587FA8D1-FD28-4A77-A5B8-6ED5CC62BAA0,https://www.nps.gov/biso/learn/news/access-to-big-south-fork-s-scenic-o-w-road-blocked-due-to-bridge-failure.htm,Access to Big South Fork’s Scenic O&W Road Blocked Due to Bridge Failure,biso,Road access to O&W Road was blocked by order of the State of Tennessee Department of Transportation. Pine Creek Bridge was closed by the state because it was deemed unsafe. The closed bridge is the first bridge on O&W Road after the Toomey Road intersection. The closed bridge is outside of the boundary of the Big South Fork National River & Recreation Area.,Information,[],2025-09-29 00:00:00.0
D143C837-28F0-4759-B604-8DB084276532,https://www.nps.gov/elma/planyourvisit/driving-to-big-tubes.htm,NPS 300 Road Conditions,elma,"NPS 300 to Big Tubes has not been evaluated since the most recent rainstorms. A high clearance, four-wheel drive vehicle is recommended.",Caution,[],2025-09-28 00:00:00.0
C380E82F-798C-43B7-8B19-510BB2BEDB6D,,Debris on Roadways,moja,Use caution when driving through Mojave National Preserve. All roadways have debris on them due to storms over the weekend and may be flooded.,Caution,[],2025-09-28 00:00:00.0
34716E37-18AB-400B-96D0-2DA7E0F28B40,,Road Closures,bibe,"River Road East is open from the eastern end to the Glenn Spring Road junction. Glenn Spring Road is open. The paved road between Castolon and Santa Elena Canyon (Park Route 16) is open. River Road is closed west of the Glenn Springs Road junction. Old Ore Road, Hot Springs Road, and Black Gap Road are all closed. Unpaved roads require 4-wheel drive. Your safety is your responsibility, be prepared to self-rescue.",Park Closure,[],2025-09-28 00:00:00.0
6BF7A5BC-3966-4B77-B66D-A09141E99AF6,,Use Caution Kelso Dunes Road,moja,"Flooding has resulted in damage to Kelso Dunes Road. Watch for numerous washouts with dirt, rocks, potholes, debris and sharp shoulder drop-offs. Use caution when driving and watch for road crews at work.",Caution,[],2025-09-28 00:00:00.0
DE5C4C84-FCB5-497A-8F27-117A76E9CF6D,,Temple Bar Road Down to One Lane at Several Wash Crossings,lake,Due to a storm on 9/26/25 the road was flooded at several wash crossings. The road has reopened but is down to one lane in several places. Use caution where rocks are still in the road and areas that work crews are present.,Caution,[],2025-09-27 00:00:00.0
1C39489F-72C4-47D3-A77F-36F2DAB63CE7,,Gatlinburg Bypass closed,grsm,The Gatlinburg Bypass is closed due to a landslide blocking the roadway. Park officials are currently assessing the situation.,Park Closure,"[{'title': 'Gatlinburg Bypass closed', 'id': '1C39489F-72C4-47D3-A77F-36F2DAB63CE7', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2025-09-27 00:00:00.0
48D3D569-48E9-4387-A2D1-7572A7DA8CC5,,Dyer Road Closed Due to Road Construction,chch,"Road closures/construction will continue on the east section of Dyer Road, between Glenn-Kelly and LaFayette Roads, and will extend onto the west portion of Dyer Road, between Glenn-Kelly and Chickamauga-Vittetoe Roads. During the closures, all public traffic, including motorists, equestrians, pedestrians and bicyclists, is prohibited from using the closed sections.",Information,"[{'title': 'Dyer Road Closure', 'id': '48D3D569-48E9-4387-A2D1-7572A7DA8CC5', 'type': 'roadevent', 'url': 'https://www.nps.gov/chch/planyourvisit/conditions.htm'}]",2025-09-26 00:00:00.0
2EFF9BC8-6E01-4172-8D1E-6F62E325C6C4,,Kaymoor Trail closure at Wolf Creek,neri,The Kaymoor Trail will be temporarily closed from Wolf Creek parking area on Fayette Station Road approximately 1/4 mile up the hill to the bend below Long Point from Monday September 29 through Friday October 3. Contractors will be performing geotechnical drilling to identify potential safety hazards related to underground water.,Information,[],2025-09-26 00:00:00.0
D9A9DD10-3B81-4982-A6B4-584A050C5E37,https://www.nps.gov/blri/planyourvisit/road-construction-projects.htm,Ongoing Road Projects and Helene Recovery,blri,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects.",Park Closure,"[{'title': 'Ongoing Road Projects and Helene Recovery', 'id': 'D9A9DD10-3B81-4982-A6B4-584A050C5E37', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}]",2025-09-26 00:00:00.0
9106B54E-9E68-4058-B3DE-B95AC3F22B1F,https://www.nps.gov/cany/planyourvisit/grand_view_point_construction.htm,Grand View Point Closed for Construction Weekdays July 28 through September,cany,"Grand View Point Overlook, Grand View Point Trail, and 0.3 mi (0.5 km) of park road is closed Monday to Thursday. The closure applies to all uses, including vehicles, tour buses, motorcycles, bikes, & hikers. Parking is open but limited Friday to Sunday.",Park Closure,[],2025-09-26 00:00:00.0
C43FA812-4F31-4597-AD48-B102D340F997,https://www.nps.gov/mora/planyourvisit/trails-and-backcountry-camp-conditions.htm,Naches Peak Trail Closed,mora,Access is prohibited to Naches Peak Trail to protect public health and safety due to the vicinity of the Wildcat Fire burning outside of the park to the east. Shriner Peak Trail & trailheads on SR 123 between Cayuse Pass and Stevens Canyon Road have reopened as of 9/19/25.,Park Closure,[],2025-09-26 00:00:00.0
9444532C-FB52-42F2-956C-E475C5CF73FB,,Delays on Wawona Road (continuation of Highway 41),yose,Expect delays on Wawona Road between Yosemite Valley and Wawona from Sundays at 11 pm through Fridays at 4:30 pm until approximately mid-November.,Information,"[{'title': 'Wawona Road Delays', 'id': '9444532C-FB52-42F2-956C-E475C5CF73FB', 'type': 'roadevent', 'url': 'https://www.nps.gov/yose/planyourvisit/conditions.htm'}]",2025-09-26 00:00:00.0
5E8A4127-26B7-445F-849A-0488677FD890,,"EV Chargers at Fort Mason Bay Street Lot Offline Week of September 29, 2025",goga,EV Chargers at Fort Mason Bay Street Lot will be offline during the week of September 29. Chargers are being relocated due to Bay Street Parking Lot closure.,Information,[],2025-09-26 00:00:00.0
199425EB-2593-4F31-8C69-474DED4F5FC6,,Potential delays during stone wall rehabilitation project,shen,"The stone wall that lines Skyline Drive is being rehabilitated between miles 72.8 and 75.7. There will be a single lane closure for the duration of this work, with an established work zone that will be managed by flaggers. Visitors should expect delays.",Caution,[],2025-09-25 00:00:00.0
D0CD7A77-A451-4C33-9870-03D0CF4FAB51,https://www.nps.gov/rocr/planyourvisit/scenic-driving-days.htm,"Beach Drive open for Driving Day on October 11, 2025",rocr,"On October 11, from 11 am to 4 pm, the entire length of Beach Drive in Rock Creek Park will be open for a scenic driving day for visitors who prefer to enjoy the park from their cars. Those who frequently bike or hike in these areas should plan accordingly.",Information,[],2025-09-25 00:00:00.0
6938D9EC-204E-4BCB-95D9-E4A7B998179F,,LSR Preserve Construction,grte,The Laurance S. Rockefeller Preserve parking lot and areas around the Preserve Center will be closed for construction beginning September 23. Use Death Canyon Trailhead to access Phelps Lake.,Information,[],2025-09-25 00:00:00.0
0C295297-2DE0-4ECC-AD36-9E7E0F1C3920,,Intermitent Road Work,foun,Visitors should be aware that there is road work occurring in the park starting August 12th and potentially continuing through November. There may be some minor delays and alternative parking arrangements.,Information,[],2025-09-25 00:00:00.0
56BFD278-C4DD-47E2-B538-D5B655C316D4,,Visitor Center hours changing on October 1st,sagu,"Starting October 1st, both visitor centers (Red Hills and Rincon Mountain) will revert to Winter Hours, opening at 9am and closing at 5pm. Trails remain open 24 hours a day, and the loop roads are open from dawn to dusk.",Information,[],2025-09-25 00:00:00.0
0ECC4397-6B6E-4F11-A62D-D6F30D6025AA,https://www.nps.gov/blca/learn/news/south-rim-of-black-canyon-to-open-south-rim-road.htm,Park Closures Due to Wildfires,blca,"As of 9/24/2025: South Rim Road and visitor center have reopened. East Portal Road is open. North Rim is open. South Rim Campground, East Portal Campground, and some trails remain closed. Do not enter closed or burned areas until further notice.",Park Closure,[],2025-09-24 00:00:00.0
097494CF-48B5-493A-BFE2-6CE7952EB972,https://www.nps.gov/tuin/planyourvisit/george-washington-carver-museum.htm,Visitor Pass Needed to Visit George Washington Carver Museum,tuin,"All visitors to Tuskegee University, including those visiting the George Washington Carver Museum located on campus, are required to obtain a visitor pass before entering. This policy is part of the university's safety and security procedures. Visitor passes are issued by Tuskegee University Public Safety. Stop by the Campus Public Safety building upon arrival to receive your pass at 1103 West Montgomery Road, Tuskegee, AL 36088.",Information,[],2025-09-24 00:00:00.0
DD70ECD9-3888-4DCC-9CC5-6C5D7BE668DD,,Trail update 9/24/2025,nisi,Most trails are open and ready for the public. Those that remain closed are the Charleston Road/ Goudey Trail past the Cherokee Path and the portion of Cherokee Path between the stockade fort and the Charleston Road.,Information,[],2025-09-24 00:00:00.0
93EA9483-5276-401C-A1AB-EDF6EC700CD0,,Construction work in the Taggart area,grte,"Construction work is underway near Taggart Lake Trailhead to bury power lines. Pathway users should expect short delays, detours, and construction equipment in the area. The Taggart Trail bridge is under repair. Through mid-October, use the bypass along the corral road. Sept. 22–29, all hikers will be rerouted to the south segment of the Taggart Lake Loop Trail while crews remove boulders.",Information,[],2025-09-24 00:00:00.0
D1F9402C-4017-480D-8969-B4F661CB2753,https://www.nps.gov/piro/learn/news/09-24-2025-sand-point-rd-closure.htm,Sand Point Road Closed Oct. 2 - 8,piro,"Sand Point Road will be temporarily closed to all vehicle and pedestrian traffic east of the Pictured Rocks National Lakeshore boundary from approximately Oct. 2 through Oct. 8, 2025, for a culvert replacement project. The closure may extend through Oct. 10 if additional time is needed to complete the work.",Park Closure,[],2025-09-24 00:00:00.0
C17E64D1-5BB5-44D8-8CCD-A888F3EC278C,,East Portal Road Reopened: Use Caution,cure,"During periods of rain or other precipitation, visitors are encouraged to leave East Portal promptly due to an increased risk of landslides in burned areas along East Portal Road. Please stay alert to changing weather conditions and use caution when traveling in the area.",Caution,[],2025-09-24 00:00:00.0
53C1D112-AA2F-4463-9EB3-EF16C3DFE433,,East Portal Road Reopened: Use Caution,blca,"During periods of rain or other precipitation, visitors are encouraged to leave East Portal promptly due to an increased risk of landslides in burned areas along East Portal Road. Please stay alert to changing weather conditions and use caution when traveling in the area.",Caution,[],2025-09-24 00:00:00.0
7291B9AA-F7FA-4C5D-AD9A-A263C4381EEB,,49 Palms Closed Due to Storm Damage,jotr,The trail will remain closed until November 7 while trail and road crews remove debris and ensure the trail is safe for visitor use,Park Closure,[],2025-09-24 00:00:00.0
800234DB-9C92-434E-B583-3CC8DEF65B5A,https://www.nps.gov/deva/planyourvisit/conditions.htm,Many Roads Closed due to Flooding,deva,"Badwater Road, North Highway, and some other roads are still closed due to damage by flash floods on 9/19/2025. Click ""More"" for a full list of closures.",Park Closure,[],2025-09-22 00:00:00.0
24C18EF8-175C-4102-8F5E-8C6AF2EC0363,,Elk Creek Visitor Center temporary closure,cure,"The Elk Creek Visitor Center will be closed from September 21 to October 1 for installation of new exhibits. During winter hours, staff will be present in the visitor center parking lot while installation is in progress.",Information,[],2025-09-22 00:00:00.0
FF358624-59A9-4291-8ACD-59559EA6FBF3,,"Tree Thinning Project Will Cause Short Delays Starting September 28, 2025",wica,"Expect one-way traffic with short delays along Highways 87 and 385 while contractors remove pine saplings to improve visibility and safety along roadways. A pilot car will lead vehicles through the project area. The project begins on Sunday, September 28, and continues until complete.",Caution,[],2025-09-22 00:00:00.0
6FE6DB73-27AC-4609-BB0E-7FB03C1240B0,,9/19/2025 China Bend Reopened,laro,"Effective immediately, China Bend boat launch and parking lot are open to the public.",Information,[],2025-09-22 00:00:00.0
DF381D66-D1B0-4097-AA24-E18AEF4D0CD2,https://www.nps.gov/elma/planyourvisit/el-calderon-trail-closed.htm,"El Calderon Trail closed for construction August 11, 2025 through May 2026",elma,"The El Calderon Trail and parking area are closed from August 11, 2025, through late May 2026 for a major improvement project. NPS Road 100 will remain open for local traffic only, and the Continental Divide Trail will remain open for CDT thru-hikers.",Park Closure,[],2025-09-21 00:00:00.0
5541A600-5CAD-4CB4-A17D-6EEDCE161C59,https://www.nps.gov/nace/learn/management/public-notice-0812.htm,Public Access Closure around USPP Facilities & National Capital Parks - East Headquarters,nace,"Extension of temporary closure prohibiting the public from entering the area around the USPP Anacostia Operations Facility, USPP Aviation Facility, and National Capital Parks – East Headquarters through 11:59 pm Wednesday, December 31, 2025. Access through Aviation Drive SE entrances and the metro access gate into Anacostia Park will be closed.",Park Closure,[],2025-09-21 00:00:00.0
6D4A0356-53A4-4F41-9A5D-261C971A777B,https://www.nps.gov/nace/learn/management/public-notice-0812.htm,Public Access Closure around USPP Facilities & National Capital Parks - East Headquarters,anac,"Extension of temporary closure prohibiting the public from entering the area around the USPP Anacostia Operations Facility, USPP Aviation Facility, and National Capital Parks – East Headquarters through 11:59 pm Wednesday, December 31, 2025. Access through Aviation Drive SE entrances and the metro access gate into Anacostia Park will be closed.",Park Closure,[],2025-09-21 00:00:00.0
2DB8D95A-64F3-436F-A3C4-D1DF7918B30E,https://www.nps.gov/nace/learn/management/greenbelt-south-parking-lot.htm,South Parking Lot of Greenbelt Park Closed to Vehicle Access,gree,"The south parking lot of Greenbelt Park will be closed to vehicle access until December 31, 2025, at 11:59 p.m. The area will remain available to pedestrians.",Park Closure,[],2025-09-21 00:00:00.0
4B90ADC8-4E9F-4E63-84E8-1D3AA9A30751,,Pavement Preservation Project- Playalina District Beginning 9/22/25,cana,"Playalinda Beach District will begin a Federal Highways pavement preservation project on Sept. 22nd, 2025. Visitors to the seashore should expect limited access to some parking areas and roadways to include the vistas",Park Closure,[],2025-09-21 00:00:00.0
2397FFE0-9476-48E8-AFCB-88B3EF38F48C,,West and East Border Roads closed for public safety,orpi,All border roads remain closed (the dirt roads directly along the border and all crossover roads leading from South Puerto Blanco Drive to the border) to all public vehicle and pedestrian traffic for public safety. South Puerto Blanco Drive remains open.,Park Closure,[],2025-09-19 00:00:00.0
AD3D112D-B665-4A11-A077-3EDAA1746882,https://www.nps.gov/para/planyourvisit/4x4-vehicles-and-off-pavement-travel-safety.htm,Looking for a Grand Canyon view? A warning about mobile devices and map/navigation apps,para,"Map apps may direct you to Parashant if you search for directions to ""Grand Canyon"" due the canyon's name in both the national park and monument names. The national park has paved roads and services. Parashant has no services and rugged/remote conditions.",Information,[],2025-09-19 00:00:00.0
29A996D9-BA1C-4E1D-A683-B8B07B5A0347,https://www.nps.gov/moja/road-conditions.htm,Use caution on Cima Road,moja,Use caution on Cima Road due to shoulder washouts.,Caution,[],2025-09-19 00:00:00.0
017649C1-EDDD-4B96-B85A-E24CDC8B3054,https://www.nps.gov/moja/road-conditions.htm,Rough and damaged roads,moja,Drive slowly and exercise due caution when driving in Mojave National Preserve. Rough and damaged roads exist on both paved and unpaved roads. Watch for potholes.,Caution,[],2025-09-19 00:00:00.0
BF245860-8AC2-4B22-9E9D-9B8BE86F158D,https://venturerichmond.com/our-events/2nd-street-festival/,2nd Street Festival,mawa,"The 2nd Street Festival, Oct. 4-5, 2025, will result in numerous road closures around the site, some starting as early as Friday, October 3. We will staff a tent at 2nd and Leigh St. and offer open house tours from 2-4 p.m. both days of the festival. See event website for more information",Information,[],2025-09-19 00:00:00.0
3873EBBF-7F1F-4F42-BF76-F4CE91809C48,,Use caution on Essex and Black Canyon Roads,moja,"Flooding has resulted in damage to Essex and Black Canyon roads. Watch for numerous washouts with dirt, rocks, and debris. Use caution when driving and watch for road crews at work.",Caution,[],2025-09-19 00:00:00.0
4B919AD6-BB5F-4BF5-8676-F7DA0D12DCCA,,Unpaved roads muddy after rainstorm,moja,Unpaved roads may be impassible due to mud and/or washouts. Have a backup plan.,Caution,[],2025-09-19 00:00:00.0
5CE29352-1A18-4558-A274-68BAA80C9770,,Loop Road Closure - 9/16 to 9/18,chcu,"Due to construction work on the loop road, the following closures are in effect: Tue-Thu, 9/16-9/18, the loop road will be closed from the entrance to Pueblo Bonito. Casa Rinconada, Pueblo del Arroyo, and Pueblo Bonito will be the ONLY areas available to visit via pilot car. Hungo Pavi and the north side of the road will remain closed. Please follow instructions from flaggers while visiting to stay safe.",Park Closure,[],2025-09-18 00:00:00.0
E71075A9-7B49-41E9-9245-C97CF151772A,https://www.nps.gov/vick/planyourvisit/illinois-memorial-restoration.htm,Illinois Memorial Closed for Restoration,vick,"The memorial itself is closed for restoration starting on September 16, 2025. The parking area is partially closed. Parking spaces are open to allow access to Tour Stop 2/Shirley House. Tour Stop 3/3rd Louisiana Redan is open. The Tour Road is open.",Park Closure,[],2025-09-18 00:00:00.0
70B82CA0-42C9-40C8-ADB5-1D110B8A04F8,,South Unit Address for Mobile Maps – Theodore Roosevelt NP,thro,"On all maps used on mobile devices, use the following address to reach the South Unit Visitor Center and Entrance Station 201 East River Road N. Medora, ND 58645",Information,[],2025-09-18 00:00:00.0
0C9EC368-60E9-4AE9-8AEA-B52468ADCDB9,,Valley Road Emergency Camping Closure,katm,"A bear obtained food on the road to the Valley of 10,000 Smokes by opening an improperly secured food canister. The first two miles of the road is closed to camping.",Information,[],2025-09-18 00:00:00.0
F0C89E83-4FEA-43CC-A3CF-4C99879A6E63,,"Winter Hours Begin on October 1, 2025: 8:00 AM to 4:00 PM",libi,"Little Bighorn Battlefield will be moving to our winter hours beginning October 1st. All available facilities will be open at 8:00 AM. The Tour Road, Last Stand Hill, and Reno-Benteen area will close at 3:30 PM. The contact station, bookstore, and national cemetery will close at 4:00 PM.",Information,[],2025-09-18 00:00:00.0
33CE64A8-2C81-4D76-B143-EEFFD667D657,https://www.sfpuc.gov/construction-contracts/construction-projects/seacliffpumps,"China Beach Parking Lot Closed for City-Managed Project Through October 3, 2025",goga,San Francisco Public Utilities Commission has closed Sea Cliff Ave and the China Beach parking lot for sewer system upgrades. Pedestrian access will be kept open but visitors to the beach will not be able to park in the lot. See link below for details.,Park Closure,"[{'title': 'China Beach Parking Lot Closed for City-Managed Project Through 10/3/25', 'id': '33CE64A8-2C81-4D76-B143-EEFFD667D657', 'type': 'roadevent', 'url': 'https://www.nps.gov/goga/planyourvisit/conditions.htm'}]",2025-09-18 00:00:00.0
242DC728-7BD3-46D6-B3AD-AFF46852B76D,https://www.facebook.com/share/p/1HZoom3uMr/,"Dingmans Falls Trail, Road, and Access Closed for Bridge Replacement",dewa,"Dingmans Falls site is closed for a bridge replacement project and trail rehabilitation. All traffic, including pedestrian, cyclist, and vehicle traffic, is prohibited on the road and trail during construction.",Park Closure,"[{'title': 'Dingmans Falls Road Bridge Replacement', 'id': '242DC728-7BD3-46D6-B3AD-AFF46852B76D', 'type': 'roadevent', 'url': 'https://www.nps.gov/dewa/planyourvisit/conditions.htm'}]",2025-09-17 00:00:00.0
92DFEDDC-9091-44BA-9C49-4240D319B8C4,,Fort Donelson NB Park Fall Hours,fodo,Visitor Access to Fort Donelson NB Park Lands: Pedestrian Access is from sunrise to sunset. Automobile Access to Fort Donelson NB Park Roads 8:00 am – 6:00 p.m. daily.,Information,[],2025-09-14 00:00:00.0
4D18B12B-E625-4D7C-825A-C779A6EACCA5,https://www.co.jefferson.wa.us/CivicAlerts.aspx?AID=1478,South Shore Quinault Road Closed Outside of Park Boundary,olym,South Shore Road – which is maintained by Jefferson County – is closed due to a major wash-out. The Graves Creek and North Fork Trailheads and Campgrounds can be reached via N Shore Rd.,Information,[],2025-09-13 00:00:00.0
08FD4C32-0851-4EFD-811E-FF9740E965FB,https://www.nps.gov/dena/planyourvisit/shoulder-season.htm,Road Open To: Mile 30 (Teklanika River),dena,"The Denali Park Road is open to Mile 30, Teklanika River. Please stay alert for heavy equipment traveling on the park road.",Information,[],2025-09-12 00:00:00.0
F5ED1868-7AAB-4BB5-AB7F-5198A5B9B747,,New Park Hours,puhe,"Starting October 5, 2025, the new hours of operation at Puʻukoholā Heiau National Historic Site will be 8:30am –4:30pm. The parking lot gate will close at 4:00pm.",Information,[],2025-09-11 00:00:00.0
7DEB7CE1-F94B-4A57-BC28-889CAE174A54,https://www.nps.gov/seki/planyourvisit/road-construction.htm,Mineral King Road Experiencing Construction Closures and Delays Except on Sundays,seki,"A portion of Mineral King Road inside Sequoia National Park is under construction. There is a mixture of up-to-30-minute delays and closures from 7 am to 7 pm Monday through Saturday. No delays or closures on Sundays or holidays. Click ""more"" for details:",Park Closure,"[{'title': 'Mineral King Road Construction', 'id': '7DEB7CE1-F94B-4A57-BC28-889CAE174A54', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",2025-09-11 00:00:00.0
EF614A2C-8A9A-4188-AED2-768723DD55A3,https://www.nps.gov/seki/planyourvisit/road-conditions.htm,A Few Small Roads Closed Due to Roadway Damage,seki,"These roads are closed due to roadway damage during past storm events and/or repairs to roadway damage: Middle Fork Rd, Redwood Canyon Rd, South Fork Rd, Crystal Cave Rd",Park Closure,"[{'title': 'Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events', 'id': 'EF614A2C-8A9A-4188-AED2-768723DD55A3', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",2025-09-11 00:00:00.0
A79675F3-3319-4234-9D68-5C3A6235E47D,,Increased Logging Activity on Swift Brook Road,kaww,"Logging trucks and other large machinery will be active on Swift Brook Road for an undetermined amount of time. Please use caution when driving. Always pull over for logging trucks, and wait until dust has cleared to continue moving.",Caution,[],2025-09-11 00:00:00.0
82CEFAEC-8FEF-4A9F-AE73-6B010CE1AC6B,https://www.nps.gov/cato/planyourvisit/foxfield-deerfield-and-park-central-road-work-2025.htm,Catoctin Mountain Park announces upcoming closures on Foxville Deerfield and Park Central roads,cato,"Beginning Monday, August 11 through the end of October, portions of Foxville Deerfield and Park Central roads will be under construction. At times access will be limited or restricted. Click ""More"" for updated status and closure information.",Park Closure,[],2025-09-11 00:00:00.0
D92DD8F9-0926-4D69-862F-AADA89A1C965,,Katahdin Overlook Construction Closure,kaww,The Katahdin Overlook is currently closed for construction. Visitors are not permitted in the overlook area due to construction hazards. All other locations on the Loop Road are accessible.,Park Closure,[],2025-09-11 00:00:00.0
2B0445F7-FB1E-43C4-83D0-325C60CEE428,,Temporary Closure of the Beaver Jim Villines' Boyhood Home,buff,"Beginning September 11, 2025, a temporary closure will be established for the Beaver Jim Villines' Boyhood Home to include the parking area along Highway 43. This area is across from the Ponca Access Road. The closure will remain in effect through October 10 to allow for construction at the site.",Park Closure,[],2025-09-10 00:00:00.0
E168ABFB-782F-41E2-949C-232B58C1582E,https://www.fs.usda.gov/r05/inyo/projects/reds-meadow-road-reconstruction,Reds Meadow Road Access Restrictions in 2025,depo,"Reds Meadow Road is tentatively open until October 6, 2025. The road and shuttle service, which provide access to Devils Postpile, are only open Saturdays and Sundays.",Park Closure,[],2025-09-09 15:38:11.0
D60C3159-C907-474C-8529-FAB572F7D37F,,Federal Highways Contractors will be mobilizing in the park on 9/10/2025 for two weeks.,petr,"Watch for construction crews, equipment, and changing traffic patterns. Obey posted signage and flagger instructions.  Reduced speed limits will be in effect near active work zones. Drive cautiously to protect workers and yourself. ",Caution,[],2025-09-09 12:12:46.0
33F4F5BA-C2E7-4DE8-AE24-BC549BF2D715,https://www.nps.gov/olym/learn/news/mora-road-repair-will-require-single-lane-traffic-starting-on-september-9.htm,"Rialto Beach - Mora Road Repair Will Require Single-Lane Traffic, Up to 20-minute Delays",olym,"Starting on September 9, crews will stabilize and repair Mora Road - the road to Rialto Beach. The work will require single-lane traffic through the 0.25-mile work zone and may result in 20-minute delays.",Caution,[],2025-09-08 18:51:45.0
