extraction_date,is_start_date_verified,is_end_date_verified,is_start_position_verified,is_end_position_verified,types_of_incident,start_date,end_date,location_method,vehicle_impact,beginning_accuracy,ending_accuracy,start_date_accuracy,end_date_accuracy,Id,_id,core_details.name,core_details.data_source_id,core_details.event_type,core_details.road_names,core_details.direction,core_details.description,types_of_work,data_source_id,organization_name,update_date,contact_name,contact_email,update_frequency
2026-04-08,False,False,False,False,"[{'incident_category': 'special-event', 'incident_type': 'festival', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}, {'incident_category': 'disaster', 'incident_type': 'volcanic-ash-fall', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}]",2026-03-19T10:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,68a9c53c-c354-b0fc-e82c-212ff6e88db1,10,Road Closures at Hawaiʻi Volcanoes,0b74748e-d717-4954-2cd3-08d4c7ad36e2,incident,"['Maunaloa Road from first cattle guard', 'Namakanipaio Campground']",northbound,"Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. ",,0b74748e-d717-4954-2cd3-08d4c7ad36e2,Hawai'i Volcanoes National Park,2024-01-09T23:52:26.764182Z,Hawai'i Volcanoes National Park,HAVO_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'disaster', 'incident_type': 'volcanic-ash-fall', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}, {'incident_category': 'special-event', 'incident_type': 'festival', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}]",2026-03-19T10:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,81b961d5-1dd6-44a2-5705-acc65a7a4b44,11,Road Closures at Hawaiʻi Volcanoes,0b74748e-d717-4954-2cd3-08d4c7ad36e2,incident,"['Maunaloa Road from first cattle guard', 'Namakanipaio Campground']",southbound,"Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. ",,0b74748e-d717-4954-2cd3-08d4c7ad36e2,Hawai'i Volcanoes National Park,2024-01-09T23:52:26.764182Z,Hawai'i Volcanoes National Park,HAVO_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'special-event', 'incident_type': 'festival', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}, {'incident_category': 'disaster', 'incident_type': 'volcanic-ash-fall', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}]",2026-03-19T10:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,a2bd4493-b5d7-ccec-4588-177cc99afaf6,12,Road Closures at Hawaiʻi Volcanoes,0b74748e-d717-4954-2cd3-08d4c7ad36e2,incident,"['Maunaloa Road from first cattle guard', 'Namakanipaio Campground']",northbound,"Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. ",,0b74748e-d717-4954-2cd3-08d4c7ad36e2,Hawai'i Volcanoes National Park,2024-01-09T23:52:26.764182Z,Hawai'i Volcanoes National Park,HAVO_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'special-event', 'incident_type': 'festival', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}, {'incident_category': 'disaster', 'incident_type': 'volcanic-ash-fall', 'description': 'Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. '}]",2026-03-19T10:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,b2f1b69d-2307-387c-ba89-f4efaec377f0,13,Road Closures at Hawaiʻi Volcanoes,0b74748e-d717-4954-2cd3-08d4c7ad36e2,incident,"['Maunaloa Road from first cattle guard', 'Namakanipaio Campground']",southbound,"Park staff are clearing tephra following episode 43 of the Kīlauea eruption, which includes volcanic ash, rock and glassy strands called Pele hair. ",,0b74748e-d717-4954-2cd3-08d4c7ad36e2,Hawai'i Volcanoes National Park,2024-01-09T23:52:26.764182Z,Hawai'i Volcanoes National Park,HAVO_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. '}]",2024-11-04T05:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,5e0e6505-bc75-30dc-281b-6b6f4a5d9524,14,Seasonal Road Closures ,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,incident,"['Loop Road', 'North Entrance']",southbound,"The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. ",,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,Katahdin Woods and Waters National Monument,2024-09-11T12:22:53.633317Z,Katahdin Woods and Waters National Monument,KAWW_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. '}]",2024-11-04T05:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,b8b1b61a-59d3-fa5b-a1af-801d097584a4,15,Seasonal Road Closures ,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,incident,"['Loop Road', 'North Entrance']",eastbound,"The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. ",,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,Katahdin Woods and Waters National Monument,2024-09-11T12:22:53.633317Z,Katahdin Woods and Waters National Monument,KAWW_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. '}]",2024-11-04T05:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,e466b447-7594-21b5-0be7-d0707ffdd2bc,16,Seasonal Road Closures ,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,incident,"['Loop Road', 'North Entrance']",northbound,"The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. ",,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,Katahdin Woods and Waters National Monument,2024-09-11T12:22:53.633317Z,Katahdin Woods and Waters National Monument,KAWW_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. '}]",2024-11-04T05:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,eb303640-a320-361e-544f-dc395de6e177,17,Seasonal Road Closures ,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,incident,"['Loop Road', 'North Entrance']",westbound,"The Loop Road and North Entrance are closed for winter to all vehicle traffic. Both roads are accessible by non-motorized vehicles, foot, ski, or snowshoe. ",,14f622d5-159a-4bf7-8c2d-d9f8fea7206e,Katahdin Woods and Waters National Monument,2024-09-11T12:22:53.633317Z,Katahdin Woods and Waters National Monument,KAWW_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,134c5d03-8145-9ea9-2f42-dbf3d0d13fb6,18,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],westbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,1e332eaf-f329-a480-ce78-27000bb7c63f,19,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],westbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,252c9d2e-d1fa-6193-5a2a-a16f03d90939,20,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],westbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,3333e6a6-7955-a0c2-38d0-2432cc8ef6db,21,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],northbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,4895b92a-b170-ef0d-ef57-1234e46af889,22,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],northbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,69179c6d-7a46-0d8e-4434-1e4721491b2c,23,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],southbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,70a87dc9-dd4d-0a52-b8b9-df1c282abbd4,24,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],eastbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,7d9e57b0-c358-780c-823a-df67eb92c7af,25,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],northbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,a1618abc-9883-a030-5ce5-ccf232534e69,26,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],eastbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,b6884258-9914-c0c0-96cc-0d557c06132b,27,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],eastbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,ba6710a4-b399-c5ac-7fa9-c4b1e7558498,28,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],southbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,c4241d22-cbac-5c23-fbbb-a9ac31fbda12,29,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],southbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,c75f0b70-7ed7-e696-894a-66d7b48bc931,30,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],southbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,c8f3c5e7-0a9a-575a-44ed-51fb68423adc,31,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],eastbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,e41ec5b2-cdc8-c71b-e1b4-df8568f0a6d8,32,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],westbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-01-16T05:00:00Z,2026-07-01T03:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,e992da91-c925-6fac-04db-bd60a1c1542e,33,Ongoing Road Projects and Helene Recovery,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,work-zone,['Blue Ridge Parkway'],northbound,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects. ",,16b85a09-3e09-4a62-2c08-08d4c7ad36e2,Blue Ridge Parkway,2024-05-21T17:35:21.355588Z,Blue Ridge Parkway,BLRI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'Tioga Road (continuation of Highway 120 through the park), Glacier Point Road, and Mariposa Grove Road are closed due to snow. Snow is possible on other roads; be prepared for tire chain requirements and other road closures.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'Tioga Road (continuation of Highway 120 through the park), Glacier Point Road, and Mariposa Grove Road are closed due to snow. Snow is possible on other roads; be prepared for tire chain requirements and other road closures.'}]",2025-11-12T08:00:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,38e4993f-27a5-0dc0-e3ac-51a0601d80fb,34,Tioga and Glacier Point Roads winter closure,16e33ae7-e71f-45ce-2e37-08d4c7ad36e2,incident,"['Tioga Road', 'Glacier Point Road']",eastbound,"Tioga Road (continuation of Highway 120 through the park), Glacier Point Road, and Mariposa Grove Road are closed due to snow. Snow is possible on other roads; be prepared for tire chain requirements and other road closures.",,16e33ae7-e71f-45ce-2e37-08d4c7ad36e2,Yosemite National Park,2023-07-09T18:07:22.389219Z,Yosemite National Park,YOSE_Superintendent@nps.gov,
