id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,park,region,alpha,State,Road Closed Flag,date
F9668D02-A2D8-4D5D-8B02-EA29BBE3268F,https://www.fairfaxcounty.gov/parks/park-news/2026/scotts-run-temporary-closure-urgent-sewer-repairs,"Trail Closure at Scott’s Run Nature Preserve (McLean, Virginia)",POHE,"Scott’s Run Nature Preserve in McLean, Virginia will close, beginning February 16th, for an urgent sewer project to renew and rehabilitate the Scott's Run Siphon wastewater facility. All trails and parking lots in the park are closed for approximately three months.",Park Closure,[],2026-02-05 00:00:00.0,Potomac Heritage,NCR,POHE,"DC,MD,PA,VA",yes,2026-03-23
AFB62133-8726-41CB-93A5-848C94B0AE2B,,Vehicle Weight Limit at Kenilworth Aquatic Gardens Entrance,KEAQ,"Due to structural conditions at the driveway entrance, access to the Kenilworth Aquatic Gardens main entrance and parking lot is limited to vehicles with a gross vehicle weight rating (GVWR) of 16,000 pounds or less.",Danger,[],2026-02-05 00:00:00.0,,,,,yes,2026-03-23
D7C1A68E-7C91-4992-8341-537964C70079,,Replace Bocce Ball Court Retaining Wall,SAFR,"Project work begins on Monday, February 9 to replace the bocce ball 50-foot retaining wall in order to improve existing infrastructure and enhance visitor safety. Several parking spots on lower Van Ness will be fenced off and the bocce ball court will not be accessible for the duration of the project, slated through August 2026. Please be aware of machinery, work, and signs.",Information,[],2026-02-05 00:00:00.0,San Francisco Maritime National Historical Park,PWR,SAFR,CA,yes,2026-03-23
2397FFE0-9476-48E8-AFCB-88B3EF38F48C,,West and East Border Roads closed for public safety,ORPI,South Puerto Blanco Drive remains open. All border roads remain closed (the dirt roads directly along the border and all crossover roads leading from South Puerto Blanco Drive to the border) to all public vehicle and pedestrian traffic for public safety.,Park Closure,[],2026-02-04 00:00:00.0,Organ Pipe Cactus National Monument,IMR,ORPI,AZ,yes,2026-03-23
A0324FAD-FF80-47B5-B9FD-34B9D9C66B25,https://www.nps.gov/rocr/learn/management/record-of-determination-for-a-partial-and-temporary-closure-of-a-portion-of-certain-federal-parkland-at-the-carter-barron-parking-lot-for-human-health-and-safety.htm,Temporary closure of portions of the Carter Barron parking lot,ROCR,The south and southwest sections of the parking lot at the Carter Barron Amphitheater (US Reservation 339) are temporarily closed to allow the safe operation of District of Columbia snow storage activities as a result of Winter Storm Fern. See the Record of Determination for more information.,Information,[],2026-02-03 00:00:00.0,Rock Creek Park,NCR,ROCR,DC,yes,2026-03-23
4B90ADC8-4E9F-4E63-84E8-1D3AA9A30751,,Pavement Project- Playalinda District,CANA,"The Playalinda Beach District continues a Federal Highways pavement preservation project that started on Sept. 22nd, 2025. Visitors to the seashore could expect limited access to some parking areas and roadways to include the vistas.",Caution,[],2026-01-26 00:00:00.0,Canaveral National Seashore,SER,CANA,FL,yes,2026-03-23
79C3F009-8E76-494D-A844-45F76085B238,,East Portal Road Closed,CURE,The East Portal Road is closed for the winter season.,Information,"[{'title': 'East Portal Road Closed', 'id': '79C3F009-8E76-494D-A844-45F76085B238', 'type': 'roadevent', 'url': 'https://www.nps.gov/cure/planyourvisit/conditions.htm'}]",2026-01-26 00:00:00.0,Curecanti National Recreation Area,IMR,CURE,CO,yes,2026-03-23
D5E83F53-BDF4-42DB-81F5-536A7FA33E5C,https://home.nps.gov/vall/planyourvisit/bc.htm,Backcountry vehicle route closed for winter season,VALL,"Vehicular access to Valles Caldera's backcountry is currently closed for the 2025-2026 winter season. During the off-season, the route will remain open to pedestrians, equestrians, cyclists, skiers, and snowshoers. The route is scheduled to reopen to vehicular traffic on May 15, 2026.",Information,[],2026-01-21 00:00:00.0,Valles Caldera National Preserve,IMR,VALL,NM,yes,2026-03-23
C6B6FF0D-39EC-46F0-8A6D-582D9F3A38C5,,Smith Point Bridge Following Single Lane Traffic Pattern,FIIS,Visitors driving to access the Otis Pike Wilderness and Smith Point County Park should be aware that the Smith Point Bridge is open currently following a single lane traffic pattern. There is a 15 ton vehicle weight limit.,Information,[],2026-01-16 00:00:00.0,Fire Island National Seashore,NER,FIIS,NY,yes,2026-03-23
79218B4E-3346-4065-8A50-75F73310FBB0,https://www.nps.gov/kemo/learn/news/kennesaw-mountain-nbp-to-close-mountain-road-to-private-vehicles-beginning-january-2026.htm,Kennesaw Mountain Road Closed to Private Vehicles and Cyclists,KEMO,"Starting January 5th, 2026, the road to the top of Kennesaw Mountain will be closed to private vehicles and cyclists due to construction and painting. The park's Visitor Center is still accessible. This work is in preparation for the upcoming Safety Improvement Project. For updates, continue to check park's website.",Park Closure,[],2026-01-14 00:00:00.0,Kennesaw Mountain National Battlefield Park,SER,KEMO,GA,yes,2026-03-23
EF614A2C-8A9A-4188-AED2-768723DD55A3,https://www.nps.gov/seki/planyourvisit/road-conditions.htm,A Few Small Roads Closed Due to Roadway Damage and/or Repair Work,SEKI,"These roads are closed due to roadway damage during past storm events and/or repairs to roadway damage: Middle Fork Rd, Redwood Canyon Rd, South Fork Rd, Crystal Cave Rd",Park Closure,"[{'title': 'Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events', 'id': 'EF614A2C-8A9A-4188-AED2-768723DD55A3', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",2026-01-13 00:00:00.0,Sequoia & Kings Canyon,PWR,SEKI,CA,yes,2026-03-23
C4F71625-FCE4-4382-8989-820CAAF15D8B,,Bridge Closure on FM 2610,BITH,The bridge over Menard Creek on Farm to Market Road (FM) 2610 is closed for construction. Birdwatchers Trail is open and accessible from the south through Romayor.,Information,[],2026-01-11 00:00:00.0,Big Thicket National Preserve,IMR,BITH,TX,yes,2026-03-23
E99693DF-E179-40D2-8C93-69D44A03B469,,Winter Seasonal Road Closure,FOBU,"The Scenic Drive past the visitor center is closed to vehicles for the winter season. When free of snow, the Scenic Drive is available for pedestrian use, including walking and biking. After it is snow-covered, skiing, snowshoeing, and walking are allowed. The visitor center is accessible and open 8:00 am-4:30 pm Monday through Saturday and closed seasonally on Sundays and federal holidays.",Information,[],2026-01-09 00:00:00.0,Fossil Butte National Monument,IMR,FOBU,WY,yes,2026-03-23
71E55162-FC24-431E-9784-D605AF826B65,,Construction work at entrance to Visitor Center parking lot,HAFE,Construction work at the entrance to the Visitor Center parking lot will cause single-lane road closures from January through March. Please use caution and follow signage or directions from workers.,Caution,[],2026-01-08 00:00:00.0,Harpers Ferry National Historical Park,NCR,HAFE,WV,yes,2026-03-23
3D8667EC-7753-45E0-97D5-7E4B04E92EBA,,Limited Parking and Traffic Delays in Summit District,HALE,"Beginning Monday, January 12, 2026 Haleakalā Visitor Center (summit district) parking lot will have limited parking due to a water infrastructure project. Expect traffic delays. The project will last several months.",Information,[],2026-01-08 00:00:00.0,Haleakala National Park,PWR,HALE,HI,yes,2026-03-23
4541E136-7CAC-4E12-B72E-8D98A49FB93B,https://www.nps.gov/glac/planyourvisit/directions.htm,Going-to-the-Sun Road Seasonal Closure,GLAC,"Going-to-the-Sun Road is now closed for the season at Lake McDonald Lodge on the west side of the park. On the east side, the closure is located 1.5 miles west of the St. Mary Visitor Center. Travel on open sections of the road may change at any time due to winter weather conditions. Visitors should check road conditions before their arrival and be prepared for winter weather.",Park Closure,[],2026-01-05 00:00:00.0,Glacier National Park,IMR,GLAC,MT,yes,2026-03-23
283CEC29-B776-4770-8328-1126B580FBA1,,Limited Access to Apollo District Parking Lots 2 and 3,CANA,"Please be advised that parking areas #2 and #3 of Apollo Beach district (New Smyrna Beach) will be closed beginning January 5, 2026. These boardwalks are set for demolition and replacement. These areas will be closed to public access during construction. For your safety, please respect all posted closures and avoid entering closed areas of the seashore. Thank you for your patience and cooperation.",Park Closure,[],2026-01-05 00:00:00.0,Canaveral National Seashore,SER,CANA,FL,yes,2026-03-23
83FCF166-F81F-4492-A1D1-3013CD2A09D3,https://www.nps.gov/grsm/planyourvisit/conditions.htm,Park Headquarters Road closed,GRSM,Park Headquarters Road is closed due to rehabilitation work on the Sugarlands water and wastewater systems.,Park Closure,"[{'title': 'Park Headquarters Road closed', 'id': '83FCF166-F81F-4492-A1D1-3013CD2A09D3', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2025-12-30 00:00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2026-03-23
2DB8D95A-64F3-436F-A3C4-D1DF7918B30E,https://www.nps.gov/nace/learn/management/greenbelt-south-parking-lot.htm,"South Parking Lot of Greenbelt Park Closed to Vehicles until March 31, 2026",GREE,"The south parking lot of Greenbelt Park will be closed to vehicle access until March 31, 2026, at 11:59 p.m. The area will remain available to pedestrians.",Park Closure,[],2025-12-29 00:00:00.0,Greenbelt Park,NCR,GREE,MD,yes,2026-03-23
B497521F-816F-4622-9333-7EAAC75D0CA8,https://www.nps.gov/slbe/planyourvisit/trailscenicdriveski.htm,Pierce Stocking Scenic Drive closed for annual winter/spring season,SLBE,The Pierce Stocking Scenic Drive is closed to vehicles for the annual winter and spring closure. The drive is open for hiking and walk-in recreation during the vehicle closure.,Information,"[{'title': 'Pierce Stocking Scenic Drive annual winter/spring road closure', 'id': 'B497521F-816F-4622-9333-7EAAC75D0CA8', 'type': 'roadevent', 'url': 'https://www.nps.gov/slbe/planyourvisit/conditions.htm'}]",2025-12-23 00:00:00.0,Sleeping Bear Dunes National Lakeshore,MWR,SLBE,MI,yes,2026-03-23
86766F80-FC37-48FF-883F-68A844E6F924,https://www.nps.gov/dewa/planyourvisit/conditions.htm,Routine Winter Service Levels in Effect,DEWA,"Roads and areas of the park may be closed or inaccessible during the winter, Please check the park's current conditions page to learn more.",Park Closure,"[{'title': 'Routine Winter Service Levels', 'id': '86766F80-FC37-48FF-883F-68A844E6F924', 'type': 'roadevent', 'url': 'https://www.nps.gov/dewa/planyourvisit/conditions.htm'}]",2025-12-16 00:00:00.0,Delaware Water Gap National Recreation Area,NER,DEWA,PA,yes,2026-03-23
FF05DA0E-813F-450F-880A-A818832377D3,,Eastern Front Tour Road south of Route 36 - Closed,PETE,The Eastern Front Tour Road south of Route 36 is closed to all vehicles due to a sinkhole near Harrison Creek (stop 4). Walkers and bicyclist are allowed to use the road. Use caution in the Harrison Creek area.,Park Closure,"[{'title': 'Eastern Front Tour Road south of Route 36 - Closed', 'id': 'FF05DA0E-813F-450F-880A-A818832377D3', 'type': 'roadevent', 'url': 'https://www.nps.gov/pete/planyourvisit/conditions.htm'}]",2025-12-11 00:00:00.0,Petersburg National Battlefield,NER,PETE,VA,yes,2026-03-23
E3399C63-736C-4261-95F8-DB559A6AEF79,https://www.nps.gov/care/planyourvisit/reef-ride-bike-days.htm,Reef Ride Bike Days 2026,CARE,"For this special event in honor of National Public Lands Day, the Scenic Drive will be closed to motor vehicles for part of the day on Saturday, September 19 and Saturday, September 26, 2026. The road will be closed to vehicles from sunrise to 3 pm to allow for bicycles and pedestrians to enjoy the road at a more leisurely pace. The main road through the park (UT highway 24) - will remain open and unaffected by this closure.",Information,[],2025-12-10 00:00:00.0,Capitol Reef National Park,IMR,CARE,UT,yes,2026-03-23
9D047BC4-DC86-4A9D-AF1E-8299D40C6A71,https://www.nps.gov/noca/planyourvisit/road-conditions.htm,Cascade River Road Winter Closure,NOCA,Cascade River Road is closed to vehicles at milepost 21 (Johnson Cabin) two miles before the trailhead. Foot and bicycle traffic is permitted beyond the gate.,Park Closure,[],2025-12-08 00:00:00.0,North Cascades National Park,PWR,NOCA,WA,yes,2026-03-23
7A6AA68A-858F-4171-887D-5F31123C7CB6,https://www.nps.gov/piro/planyourvisit/winter-road-closures.htm,Most Park Roads Not Maintained for Winter,PIRO,"Sand Point Road is the only park road maintained in winter. Miners Castle Road, Chapel Road, Beaver Road, and H-58 between Grand Marais and Adam's Trail are not maintained.",Information,[],2025-12-08 00:00:00.0,Pictured Rocks National Lakeshore,MWR,PIRO,MI,yes,2026-03-23
E5F3836C-7B40-4550-9650-4F50BF4CE491,https://www.nps.gov/mora/planyourvisit/carbon-river-and-mowich.htm,SR 165 Carbon River/Fairfax Bridge is closed: no access to Carbon River or Mowich Lake.,MORA,"There is NO public access to Carbon River & Mowich Lake from SR 165. The bridge is closed to pedestrians, bicycles and vehicles and there is no alternate route.",Park Closure,"[{'title': 'SR165 Carbon River/Fairfax Bridge Closed', 'id': 'E5F3836C-7B40-4550-9650-4F50BF4CE491', 'type': 'roadevent', 'url': 'https://www.nps.gov/mora/planyourvisit/conditions.htm'}]",2025-12-04 00:00:00.0,Mount Rainier National Park,PWR,MORA,WA,yes,2026-03-23
2F801986-6885-4AD0-B868-1A20A47DAD80,,Hart Mine Road Closed,MOJA,Hart Mine Road Closed.,Park Closure,[],2025-11-28 00:00:00.0,Mojave National Preserve,PWR,MOJA,CA,yes,2026-03-23
88E88952-01A1-4D66-B469-5E627D951F47,https://www.nps.gov/para/planyourvisit/kelly-point-road-winter-vehicle-access.htm,Kelly Point Road Winter Motorized Vehicle Restriction Begins November 21st.,PARA,"Motorized vehicles are not allowed on Kelly Point Road in winter (NPS1203) without a permit. This restriction is in effect beginning Friday, November 21st, 2025.",Information,[],2025-11-19 00:00:00.0,Grand Canyon-Parashant National Monument,IMR,PARA,AZ,yes,2026-03-23
E81F00BD-8469-458F-88CD-79CF377096A4,,Volcano Top Access Closed to Vehicles over 26 feet long and to all Trailers,CAVO,"The Volcano top access is closed to all RVs, buses, attached pull trailers, or any other vehicle over 26 feet in length due to public safety concerns and limited parking.  Trailer drop-off and RV/bus parking are available at the visitor center.",Park Closure,[],2025-11-18 00:00:00.0,Capulin Volcano National Monument,IMR,CAVO,NM,yes,2026-03-23
6E34CD95-476A-4DAB-9377-3DE4542F53A4,https://www.nps.gov/mora/planyourvisit/road-status.htm,Winter Season Closures,MORA,"The following regular winter season road closures are in place: Westside Road, Paradise Valley Road, Stevens Canyon Road, White River Road, Sunrise Road, State Routes 410/Chinook Pass (between Crystal Mountain Blvd. & Morse Creek) and 123/Cayuse Pass (at the park boundary).",Information,[],2025-11-17 00:00:00.0,Mount Rainier National Park,PWR,MORA,WA,yes,2026-03-23
54243F0A-E72C-4AC9-8983-849A1BF10BBA,,Beach Access Ramp Closure,FOMA,"Beginning November 17, the Fort Matanzas beach ramp will be closed to the public for ramp and parking lot improvements as well as the construction of a new public access boardwalk to the beach. The NPS anticipates this construction will take place through May of 2026. During this time no public access by FOOT or VEHICLE is allowed. We appreciate your patience and understanding as we work to improve Fort Matanzas National Monument. This closure does NOT affect Ferry Boat operations to Fort Matanzas.",Park Closure,[],2025-11-16 00:00:00.0,Fort Matanzas National Monument,SER,FOMA,FL,yes,2026-03-23
E14FA4EF-64F5-44C3-8811-90291F37EAF0,https://www.nps.gov/kaww/planyourvisit/winteractivities.htm,Loop Road and North Entrance Seasonal Closures,KAWW,"The Loop Road and North Entrance are closed to motorized vehicles until May 2026. These areas are accessible by foot, bike, ski, and snowshoe. Restrooms and campsites are accessible but not maintained in the off-season. Learn more about winter recreation and seasonal closures below.",Park Closure,"[{'title': 'Seasonal Road Closures ', 'id': 'E14FA4EF-64F5-44C3-8811-90291F37EAF0', 'type': 'roadevent', 'url': 'https://www.nps.gov/kaww/planyourvisit/conditions.htm'}]",2025-11-13 00:00:00.0,Katahdin Woods and Waters National Monument,NER,KAWW,ME,yes,2026-03-23
45F5EBA3-D603-4D2A-9985-02F9CF1F4AD2,https://gaptrail.org/trail-alert/big-savage-tunnel-to-close-for-winter/,Big Savage Tunnel To Close for Winter,POHE,"Somerset County will close the Big Savage Tunnel for the 2025-26 winter season on Wednesday, November 26. This seasonal closure, performed annually, protects the lining of the tunnel from freeze-thaw cycles brought on by high winds, cold temperatures, and wet, snowy conditions at high elevation. Please note that there is no detour, and local roads are narrow and treacherous. Please plan your winter excursions elsewhere on the GAP. The tunnel will reopen in late March or early April, depending on weather.",Information,[],2025-11-13 00:00:00.0,Potomac Heritage,NCR,POHE,"DC,MD,PA,VA",yes,2026-03-23
F0C89E83-4FEA-43CC-A3CF-4C99879A6E63,,"Winter Hours Begin on October 1, 2025: 8:00 AM to 4:00 PM",LIBI,"Little Bighorn Battlefield will be moving to our winter hours beginning October 1st. All available facilities will be open at 8:00 AM. The Tour Road, Last Stand Hill, and Reno-Benteen area will close at 3:30 PM. The contact station, bookstore, and national cemetery will close at 4:00 PM.",Information,[],2025-11-13 00:00:00.0,Little Bighorn Battlefield National Monument,IMR,LIBI,MT,yes,2026-03-23
B92D8BF8-9B82-4930-877C-6AFC1C3B8845,https://www.nps.gov/libi/planyourvisit/visitor-center-construction.htm,Oversized Vehicles are Unable to Park in Visitor Center Parking Lot,LIBI,"Due to construction, oversized vehicles will not be allowed to park in the visitor center parking lot due to lack of space and ability to turn-around safely. There is oversized parking along the main park road.",Park Closure,[],2025-11-13 00:00:00.0,Little Bighorn Battlefield National Monument,IMR,LIBI,MT,yes,2026-03-23
8FA748C6-901D-44DC-940B-E3AC61693D3A,https://www.nps.gov/grsa/planyourvisit/medano-pass-road.htm,Medano Pass Winter Season Closures in Effect,GRSA,The Medano Pass Primitive Road is closed to through traffic for the winter season.,Information,[],2025-11-13 00:00:00.0,Great Sand Dunes National Park and Preserve,IMR,GRSA,CO,yes,2026-03-23
77F3092C-9F9A-45A7-9740-58A643952273,https://www.nps.gov/rocr/learn/management/white-tailed-deer-management.htm,Temporary Nighttime Road Closures for Deer Management,ROCR,"From November 1, 2025 to March 31, 2026, the NPS may temporarily close select park roads between 5 pm to 4 am to conduct deer management operations. Per the Rock Creek Park Superintendent’s Compendium, trails and other park areas close at sunset.",Park Closure,[],2025-11-13 00:00:00.0,Rock Creek Park,NCR,ROCR,DC,yes,2026-03-23
BF786513-04CA-4234-8A9F-A3581363D747,,Temporary Bridge on North Shore Quinault Rd Removed for Winter,OLYM,"A temporary bridge on the North Shore Quinault Road was removed for the winter on October 23, 2025. The bridge will be reinstalled next spring as conditions allow. The Graves Creek area cannot be accessed via South Shore Road due to a washout beyond the national park boundary.",Information,[],2025-11-13 00:00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2026-03-23
C83EBC12-45B8-449E-892D-3B073B0C7480,https://www.nps.gov/meve/planyourvisit/weather.htm,Park Hours may Change due to Winter Storms,MEVE,"Opening delays or temporary closures due to blowing snow, accumulation, and icy roads are likely when these conditions exist. Roads will reopen when snowplows have cleared them for safe two-way travel. Before visiting, check this page for up-to-date information. Colorado Traction Law may apply, see info below. Click link for weather.",Caution,[],2025-11-13 00:00:00.0,Mesa Verde National Park,IMR,MEVE,CO,yes,2026-03-23
2F4E4CF2-E457-4F55-91F6-67D88754F788,,Intermittent Lane Closures at GW Parkway for Bridge/Pavement Preservation,GWMP,"Beginning on Monday, November 17, 2025, expect intermittent traffic impacts at GWMP. This Bridge and pavement preservation work is expected to extend into the Fall of 2026 and will make repairs to 24 GWMP bridges and over 30 paved roads and parking assets. To minimize traffic impacts, weekday lane closures on George Washington Memorial Parkway, Clara Barton Parkway, and Spout Run Parkway will NOT be allowed inbound to DC from 5:30am to 9:30am and outbound from DC from 2:30pm to 7:30pm Monday through Friday.",Information,[],2025-11-12 00:00:00.0,George Washington Memorial Parkway,NCR,GWMP,DC,yes,2026-03-23
8BFDECEA-1900-4FB5-BED6-90A603B42CDB,https://www.nps.gov/grsm/planyourvisit/seasonalroads.htm,Straight Fork and the one-way section of Balsam Mountain Road closed.,GRSM,Straight Fork and the one-way section of Balsam Mountain Road (Heintooga Round-Bottom Road) are closed.,Park Closure,"[{'title': 'Road Closed', 'id': '8BFDECEA-1900-4FB5-BED6-90A603B42CDB', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2025-11-12 00:00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2026-03-23
58E30F52-2D8A-44AE-902D-651FA61A04F4,,Upper Fort Mason Roads and Parking Area Closures Fall 2025 - Fall 2026,GOGA,Roads and parking areas at upper Fort Mason will have closures during utilities and seismic retrofit projects. Closures planned Fall 2025 through Fall 2026. Lots will be fenced and used as staging areas for projects occurring at Fort Mason. Signs will be posted in advance of utilities work as project progresses through each area at Fort Mason. Read signs and do not park in posted areas. Vehicles will be towed at owner's expense.,Information,[],2025-11-03 00:00:00.0,Golden Gate National Recreation Area,PWR,GOGA,CA,yes,2026-03-23
24E3727F-900F-4F51-A9D5-B153E684B7EA,https://www.nps.gov/grte/planyourvisit/roads.htm,Winter Seasonal Road Closures,GRTE,"Portions of the Teton Park Road (Taggart Lake TH to Signal Mt.), Moose-Wilson Road (Granite Canyon TH to Death Canyon Road), and other roads are closed to vehicles. Check the Grand Teton Roads page for the latest seasonal and weather related closures. When free of snow, Teton Park and Moose-Wilson Roads are available for pedestrian use, including walking and biking. After they are snow-covered: skiing, snowshoeing, and walking are allowed.",Information,[],2025-11-01 00:00:00.0,Grand Teton National Park,IMR,GRTE,WY,yes,2026-03-23
3AB12B2F-7C46-4EFF-BF4B-B431F4FB2C81,,North Entrance Road and Rim Drive are CLOSED for the Season,CRLA,The North Entrance Road and Rim Drive are now CLOSED for the season. They will not reopen until mid to late June or July 2026.,Park Closure,"[{'title': 'North Entrance Road and Rim Drive are CLOSED for the Season', 'id': '3AB12B2F-7C46-4EFF-BF4B-B431F4FB2C81', 'type': 'roadevent', 'url': 'https://www.nps.gov/crla/planyourvisit/conditions.htm'}]",2025-10-24 00:00:00.0,Crater Lake National Park,PWR,CRLA,OR,yes,2026-03-23
C213E402-79E1-48A4-9B76-C33A247C8395,,National Cemetery Closed to Vehicles; Open to Pedestrians,VICK,"Due to weather related incidents, Vicksburg National Cemetery is closed to vehicular traffic, however it is open to pedestrians. Visitor can park in the adjacent USS Cairo parking lot and walk into the cemetery.",Park Closure,[],2025-10-09 00:00:00.0,Vicksburg National Military Park,SER,VICK,MS,yes,2026-03-23
A6EDA210-4EDE-4A7F-9000-E6BBFB95BDCE,,Louisiana Circle Closed,VICK,Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.,Park Closure,[],2025-10-09 00:00:00.0,Vicksburg National Military Park,SER,VICK,MS,yes,2026-03-23
587FA8D1-FD28-4A77-A5B8-6ED5CC62BAA0,https://www.nps.gov/biso/learn/news/access-to-big-south-fork-s-scenic-o-w-road-blocked-due-to-bridge-failure.htm,Access to Big South Fork’s Scenic O&W Road Blocked Due to Bridge Failure,BISO,Road access to O&W Road was blocked by order of the State of Tennessee Department of Transportation. Pine Creek Bridge was closed by the state because it was deemed unsafe. The closed bridge is the first bridge on O&W Road after the Toomey Road intersection. The closed bridge is outside of the boundary of the Big South Fork National River & Recreation Area.,Information,[],2025-09-29 00:00:00.0,Big South Fork National River and Recreation Area,SER,BISO,"KY,TN",yes,2026-03-23
DF381D66-D1B0-4097-AA24-E18AEF4D0CD2,https://www.nps.gov/elma/planyourvisit/el-calderon-trail-closed.htm,"El Calderon Trail closed for construction August 11, 2025 through May 2026",ELMA,"The El Calderon Trail and parking area are closed from August 11, 2025, through late May 2026 for a major improvement project. NPS Road 100 will remain open for local traffic only, and the Continental Divide Trail will remain open for CDT thru-hikers.",Park Closure,[],2025-09-21 00:00:00.0,El Malpais National Monument,IMR,ELMA,NM,yes,2026-03-23
242DC728-7BD3-46D6-B3AD-AFF46852B76D,https://www.facebook.com/share/p/1HZoom3uMr/,"Dingmans Falls Trail, Road, and Access Closed for Bridge Replacement",DEWA,"Dingmans Falls site is closed for a bridge replacement project and trail rehabilitation. All traffic, including pedestrian, cyclist, and vehicle traffic, is prohibited on the road and trail during construction.",Park Closure,"[{'title': 'Dingmans Falls Road Bridge Replacement', 'id': '242DC728-7BD3-46D6-B3AD-AFF46852B76D', 'type': 'roadevent', 'url': 'https://www.nps.gov/dewa/planyourvisit/conditions.htm'}]",2025-09-17 00:00:00.0,Delaware Water Gap National Recreation Area,NER,DEWA,PA,yes,2026-03-23
2447DCCC-35CB-487A-9E1D-ABD719B80885,,Road Construction Continues on a Section of Brotherton Road in Chickamauga Battlefield,CHCH,"The Brotherton Road closure, between Alexander's Bridge and LaFayette Roads, remains in effect as rehabilitation continues. During the closure, all public traffic is prohibited from using the closed section.",Information,"[{'title': 'Closure of a Section of Brotherton Road in Chickamauga Battlefield', 'id': '2447DCCC-35CB-487A-9E1D-ABD719B80885', 'type': 'roadevent', 'url': 'https://www.nps.gov/chch/planyourvisit/conditions.htm'}]",2025-09-05 10:56:54.0,Chickamauga and Chattanooga National Military Park,SER,CHCH,GA,yes,2026-03-23
56514FAE-9B63-4D54-A6AA-06DAB5F54DF5,https://www.cambridgema.gov/Departments/transportation/News/2025/07/2025mtauburnstreetclosures,Extended Mt. Auburn Street and Sparks Street Closure,LONG,"Local road closures and detours on Mount Auburn Street and Sparks Street, and a lane closure on Memorial Drive, may affect traffic and directions to the site. Please observe posted detour and traffic change signs.",Information,[],2025-07-21 13:50:41.0,Longfellow House-Washington's Headquarters National Historic Site,NER,LONG,MA,yes,2026-03-23
05E37F8F-335F-4C59-903F-B1273C07D502,https://www.nps.gov/shil/corinth-road-closure.htm?fbclid=IwY2xjawKUUS9leHRuA2FlbQIxMABicmlkETFFYmZheldUM2JiM0c0bURTAR7VrtpSy2g5PYdYlac2sYHahrNHBDwnI2nrZiUU0mMpsJUPdXUnkqkszK7jvQ_aem_M5of5PkhZ7ewJoWRjx56uw,"Major Road Closure in Corinth, MS",SHIL,"ALERT - Major Road Closure in Corinth, Mississippi. A major bridge replacement has begun on North Polk Street in Corinth, MS, and motorists will need to seek other routes. The work is not estimated to be completed until July or August 2026.",Information,[],2025-05-16 13:12:17.0,Shiloh National Military Park,SER,SHIL,TN,yes,2026-03-23
0B14D270-6F2D-4D48-B947-895D7466EE9D,,Possible Delays on Old Mine Road due to Van Campens bridge repairs,DEWA,"Due to a bridge repair project over the Van Campens Brook, visitors on Old Mine Road may encounter delays over Summer 2025. The road will remain open, with single-lane traffic during working hours.",Information,"[{'title': 'Van Campens Brook Bridge Repair Project', 'id': '0B14D270-6F2D-4D48-B947-895D7466EE9D', 'type': 'roadevent', 'url': 'https://www.nps.gov/dewa/planyourvisit/conditions.htm'}]",2025-05-13 15:04:22.0,Delaware Water Gap National Recreation Area,NER,DEWA,PA,yes,2026-03-23
B7FE65A8-C8D0-4A97-906A-EAD896F10083,,Main Street Walpack Bridge Closed Until Further Notice,DEWA,Main Street in Walpack Center is closed at the Flatbrook Bridge due to structural damage to the bridge.,Information,"[{'title': 'Road Closures in New Jersey', 'id': 'B7FE65A8-C8D0-4A97-906A-EAD896F10083', 'type': 'roadevent', 'url': 'https://www.nps.gov/dewa/planyourvisit/conditions.htm'}]",2025-05-13 15:00:38.0,Delaware Water Gap National Recreation Area,NER,DEWA,PA,yes,2026-03-23
DF56679B-6E29-4831-A020-906576B3F309,,Parking Lot Closure,FRLA,"Due to ongoing construction, the parking lot is closed. Ample street parking can be found along Dudley Street, including the Brookline Reservoir. For accessible parking, please visit our ""Contact Us"" page for more information.",Park Closure,[],2025-05-09 15:58:30.0,Frederick Law Olmsted National Historic Site,NER,FRLA,MA,yes,2026-03-23
A3EF71AE-63D1-48C7-A970-3A08ED77AFFE,,Road Closure and Fishing Pier Impact,FOMR,"The Engineer Wharf, one of two fishing piers at Fort Monroe is temporarily closed. The Finger Pier remains open. Also closed is the section of Fenwick Road between Ingalls and the East Gate of the fort. Detour signs will aid travelers around the closure.",Park Closure,[],2025-05-01 10:15:52.0,Fort Monroe,NER,FOMR,VA,yes,2026-03-23
