id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,park,region,alpha,State,Road Closed Flag,date
69877C82-8F4A-439A-A4AC-527F72D282F7,,West Entrance Closure 1/12 to 1/17,JOTR,"The west entrance is closed for construction from 6am Monday, January 12th to 7am Saturday, January 17th. During this time, visitors can't enter or exit the park through the west entrance. Instead, use the entrances in Twentynine Palms and Cottonwood.",Park Closure,[],2026-01-12 00:00:00.0,Joshua Tree National Park,PWR,JOTR,CA,yes,2026-01-15
C4F71625-FCE4-4382-8989-820CAAF15D8B,,Bridge Closure on FM 2610,BITH,The bridge over Menard Creek on Farm to Market Road (FM) 2610 is closed for construction. Birdwatchers Trail is open and accessible from the south through Romayor.,Information,[],2026-01-11 00:00:00.0,Big Thicket National Preserve,IMR,BITH,TX,yes,2026-01-15
4B90ADC8-4E9F-4E63-84E8-1D3AA9A30751,,Pavement Project- Playalinda District,CANA,"The Playalinda Beach District continues a Federal Highways pavement preservation project that started on Sept. 22nd, 2025. Visitors to the seashore could expect limited access to some parking areas and roadways to include the vistas.",Park Closure,[],2026-01-11 00:00:00.0,Canaveral National Seashore,SER,CANA,FL,yes,2026-01-15
F709D64E-187B-408B-BAAB-B32A8B719B9E,,Temporary Closure of Conzelman Road January 12-16,GOGA,"One-way section of Conzelman Road will be closed on January 12-16 due to maintenance activities. The one-way section of Conzelman Road from Hawk Hill parking lot to Lower Fisherman's parking lot will be closed to vehicles, bicyclists, and pedestrians. For your safety and the safety of workers, please obey the closure.",Park Closure,"[{'title': 'Temporary Closure of Conzelman Road January 12-16', 'id': 'F709D64E-187B-408B-BAAB-B32A8B719B9E', 'type': 'roadevent', 'url': 'https://www.nps.gov/goga/planyourvisit/conditions.htm'}]",2026-01-09 00:00:00.0,Golden Gate National Recreation Area,PWR,GOGA,CA,yes,2026-01-15
E5355262-0BAB-4F46-B7C0-220B97385438,https://www.nps.gov/yose/planyourvisit/wroads.htm,Tioga Road (Hwy 120 through the park) and Glacier Point Road are closed,YOSE,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road beyond Badger Pass are closed for the season due to snow. Snow is possible on other roads; be prepared for tire chain requirements and other road closures. Call 209/372-0200 (then 1, 1) to check road conditions.",Park Closure,"[{'title': 'Tioga and Glacier Point Roads winter closure', 'id': 'E5355262-0BAB-4F46-B7C0-220B97385438', 'type': 'roadevent', 'url': 'https://www.nps.gov/yose/planyourvisit/conditions.htm'}]",2026-01-09 00:00:00.0,Yosemite National Park,PWR,YOSE,CA,yes,2026-01-15
82DB9E9B-238C-4841-9001-74906E6B8C29,https://www.nps.gov/natr/learn/news/2025_detour_update.htm,12/12/2025 Update - Parkway and Campground closed from MP 181-204.,NATR,"The parkway is closed to all traffic from MP 181-204. The section of the parkway, including the Jeff Busby Campground and day use area, has been closed since June 9, 2025, to allow for the removal and replacement of failed pavement and culverts. While the project was initially expected to be completed by the end of summer, unforeseen site conditions and weather delays have extended the timeline. A definitive reopening date is not available at this time. Construction will continue into 2026.",Park Closure,"[{'title': 'Road Repavement', 'id': '82DB9E9B-238C-4841-9001-74906E6B8C29', 'type': 'roadevent', 'url': 'https://www.nps.gov/natr/planyourvisit/conditions.htm'}]",2026-01-09 00:00:00.0,Natchez Trace Parkway,SER,NATR,"AL,MS,TN",yes,2026-01-15
E99693DF-E179-40D2-8C93-69D44A03B469,,Winter Seasonal Road Closure,FOBU,"The Scenic Drive past the visitor center is closed to vehicles for the winter season. When free of snow, the Scenic Drive is available for pedestrian use, including walking and biking. After it is snow-covered, skiing, snowshoeing, and walking are allowed. The visitor center is accessible and open 8:00 am-4:30 pm Monday through Saturday and closed seasonally on Sundays and federal holidays.",Information,[],2026-01-09 00:00:00.0,Fossil Butte National Monument,IMR,FOBU,WY,yes,2026-01-15
FF6F4C51-FA9E-4FE3-A419-63EC684CDEC8,https://www.nps.gov/grsm/planyourvisit/seasonalroads.htm,Seasonal road closures,GRSM,"The following roads are closed for the season: Kuwohi Road, Roaring Fork Motor Nature Trail, Little Greenbrier Road, Heintooga Ridge Road, Forge Creek Road, Parson Branch Road, and Rich Mountain Road.",Park Closure,"[{'title': 'Seasonal road closures', 'id': 'FF6F4C51-FA9E-4FE3-A419-63EC684CDEC8', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2026-01-08 00:00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2026-01-15
71E55162-FC24-431E-9784-D605AF826B65,,Construction work at entrance to Visitor Center parking lot,HAFE,Construction work at the entrance to the Visitor Center parking lot will cause single-lane road closures from January through March. Please use caution and follow signage or directions from workers.,Caution,[],2026-01-08 00:00:00.0,Harpers Ferry National Historical Park,NCR,HAFE,WV,yes,2026-01-15
3D8667EC-7753-45E0-97D5-7E4B04E92EBA,,Limited Parking and Traffic Delays in Summit District,HALE,"Beginning Monday, January 12, 2026 Haleakalā Visitor Center (summit district) parking lot will have limited parking due to a water infrastructure project. Expect traffic delays. The project will last several months.",Information,[],2026-01-08 00:00:00.0,Haleakala National Park,PWR,HALE,HI,yes,2026-01-15
CC1016A4-87A4-4B52-A035-F5684981AB09,,Jan 16-19: Temporary Closures on Multi-Use Trail and Rock Creek Parkway,ROCR,"From Friday, January 16 at 8 pm until Monday, January 19 at 5 am, the multi-use trail and the right southbound lane of Rock Creek and Potomac Parkway will be closed between P Street NW and Pennsylvania Avenue NW to allow DC Water to conduct repair work.",Information,[],2026-01-08 00:00:00.0,Rock Creek Park,NCR,ROCR,DC,yes,2026-01-15
1CF6E9C9-1D16-4860-9795-121EBF126354,,Winter Season Closures,BRCA,The Wall Street side of the Navajo Loop Trail is closed. The Bryce Connector Trail (between Bryce Point and Peekaboo Loop) is closed. The roads to Paria View and Fairyland Point are closed to vehicles.,Park Closure,[],2026-01-06 00:00:00.0,Bryce Canyon National Park,IMR,BRCA,UT,yes,2026-01-15
87E8F978-1454-4AA0-8D4F-82C6EC05ED9B,https://www.nps.gov/lavo/planyourvisit/weather.htm,Lassen National Park Highway Closed for Winter,LAVO,The main park road (Hwy 89) is closed at Kohm Yah-mah-nee Visitor Center (southwest entrance) and Loomis Plaza (northwest entrance) for the snow season. The road will not reopen until late spring or early summer. Please use caution if driving to the park and check weather forecasts.,Park Closure,"[{'title': 'Lassen National Park Highway Closed for Winter', 'id': '87E8F978-1454-4AA0-8D4F-82C6EC05ED9B', 'type': 'roadevent', 'url': 'https://www.nps.gov/lavo/planyourvisit/conditions.htm'}]",2026-01-05 00:00:00.0,Lassen Volcanic National Park,PWR,LAVO,CA,yes,2026-01-15
5001C7B9-AD43-459F-86A0-F2E863B78895,,Debris on Roads,DEVA,"Drive with extreme caution. Piles of gravel and rocks are on roads, and shoulders have sharp drop-offs in places. Several roads are closed. Recent flash floods on 12/24, 1/1 and 1/3.",Danger,[],2026-01-05 00:00:00.0,Death Valley National Park,PWR,DEVA,"CA, NV",yes,2026-01-15
4541E136-7CAC-4E12-B72E-8D98A49FB93B,https://www.nps.gov/glac/planyourvisit/directions.htm,Going-to-the-Sun Road Seasonal Closure,GLAC,"Going-to-the-Sun Road is now closed for the season at Lake McDonald Lodge on the west side of the park. On the east side, the closure is located 1.5 miles west of the St. Mary Visitor Center. Travel on open sections of the road may change at any time due to winter weather conditions. Visitors should check road conditions before their arrival and be prepared for winter weather.",Park Closure,[],2026-01-05 00:00:00.0,Glacier National Park,IMR,GLAC,MT,yes,2026-01-15
283CEC29-B776-4770-8328-1126B580FBA1,,Limited Access to Apollo District Parking Lots 2 and 3,CANA,"Please be advised that parking areas #2 and #3 of Apollo Beach district (New Smyrna Beach) will be closed beginning January 5, 2026. These boardwalks are set for demolition and replacement. These areas will be closed to public access during construction. For your safety, please respect all posted closures and avoid entering closed areas of the seashore. Thank you for your patience and cooperation.",Park Closure,[],2026-01-05 00:00:00.0,Canaveral National Seashore,SER,CANA,FL,yes,2026-01-15
B6B32713-0D3A-4B29-8BF7-FE740A4FF801,,Limited Access to Apollo District Parking Lot 5,CANA,"The following area of the Apollo District of Canaveral National Seashore will be closed to all visitors effective January 9, 2026. Apollo District Parking Area 5 and Apollo District main road south of Parking Area 4 This area will not be accessible to the public during construction. For your safety, please respect all posted closures and avoid entering closed areas of the seashore. Thank you for your patience and cooperation.",Park Closure,[],2026-01-05 00:00:00.0,Canaveral National Seashore,SER,CANA,FL,yes,2026-01-15
92CE4554-B891-4CBF-84DB-202602F378AE,https://wsdot.com/travel/real-time/map/,State Route 20 Closed MP 113,NOCA,"State Route 20 is closed at MP 113 in both directions, limiting travel into the park. For more information click the link to the WSDOT real time map.",Park Closure,[],2026-01-05 00:00:00.0,North Cascades National Park,PWR,NOCA,WA,yes,2026-01-15
7DEB7CE1-F94B-4A57-BC28-889CAE174A54,https://www.nps.gov/seki/planyourvisit/road-conditions.htm,Winter Seasonal Road Closures,SEKI,"The following roads are closed for the winter season or due to current snow conditions: Mineral King Rd, Highway 180 between Grant Grove and Cedar Grove, Main Sherman Tree Parking, Crescent Meadow and Moro Rock Roads, and Panoramic Point Road.",Park Closure,"[{'title': 'Winter Seasonal Closures', 'id': '7DEB7CE1-F94B-4A57-BC28-889CAE174A54', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",2026-01-03 00:00:00.0,Sequoia & Kings Canyon,PWR,SEKI,CA,yes,2026-01-15
B48484DA-9911-45FD-83CD-4CE3E4E05CD8,https://www.nps.govwww.udottraffic.utah.gov,State Route 148 Closed Through Cedar Breaks National Monument,CEBR,State Route 148 through Cedar Breaks National Monument is now closed for its routine winter season. Plan alternate routes and check back for updates. Visit the Utah Department of Transportation website for more route information: www.udottraffic.utah.gov,Danger,[],2026-01-02 00:00:00.0,Cedar Breaks National Monument,IMR,CEBR,UT,yes,2026-01-15
442CB6D9-2EAB-4500-BB3D-29F02215F9B1,https://www.nps.gov/grba/planyourvisit/conditions.htm,Winter Road Closures,GRBA,"The Wheeler Peak Scenic Drive is closed for the season at Upper Lehman Creek Campground (mile 3). Snake Creek Road and Strawberry Creek Road are closed for the season at the park boundary. Baker Creek Road is closed at the Winter Turnaround. Click ""more"" for current road and campground closures.",Park Closure,"[{'title': 'Winter Road Closures', 'id': '442CB6D9-2EAB-4500-BB3D-29F02215F9B1', 'type': 'roadevent', 'url': 'https://www.nps.gov/grba/planyourvisit/conditions.htm'}]",2026-01-02 00:00:00.0,Great Basin National Park,PWR,GRBA,NV,yes,2026-01-15
D9A9DD10-3B81-4982-A6B4-584A050C5E37,https://www.nps.gov/blri/planyourvisit/road-construction-projects.htm,Ongoing Road Projects and Helene Recovery,BLRI,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects.",Park Closure,"[{'title': 'Ongoing Road Projects and Helene Recovery', 'id': 'D9A9DD10-3B81-4982-A6B4-584A050C5E37', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}]",2025-12-30 00:00:00.0,Blue Ridge Parkway,SER,BLRI,"NC,VA",yes,2026-01-15
83FCF166-F81F-4492-A1D1-3013CD2A09D3,https://www.nps.gov/grsm/planyourvisit/conditions.htm,Park Headquarters Road closed,GRSM,Park Headquarters Road is closed due to rehabilitation work on the Sugarlands water and wastewater systems.,Park Closure,"[{'title': 'Park Headquarters Road closed', 'id': '83FCF166-F81F-4492-A1D1-3013CD2A09D3', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2025-12-30 00:00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2026-01-15
5C320303-369F-42C5-B441-CED863E56495,https://www.nps.gov/lavo/planyourvisit/weather.htm,"Roads to Butte Lake, Juniper Lake, and Warner Valley Closed for Winter",LAVO,"Roads to Butte Lake, Juniper Lake, and Warner Valley areas are closed to vehicle access due to snow. Roads leading to Juniper Lake and Warner Valley sustained significant damage outside of the park with no ETA for repair. *Note: snow machine use is prohibited within the boundaries of Lassen Volcanic National Park.",Park Closure,"[{'title': 'Roads to Butte Lake, Juniper Lake, and Warner Valley Closed for Winter', 'id': '5C320303-369F-42C5-B441-CED863E56495', 'type': 'roadevent', 'url': 'https://www.nps.gov/lavo/planyourvisit/conditions.htm'}]",2025-12-29 00:00:00.0,Lassen Volcanic National Park,PWR,LAVO,CA,yes,2026-01-15
8EC53217-5E7C-41BD-A60A-B276B221423C,https://www.nps.gov/pore/learn/management/lawsandpolicies.htm#temporaryclosures,Drakes Beach Road now only open 10 am to 4 pm to better protect elephant seal pups.,PORE,"Northern elephant seals have returned to Drakes Beach and given birth close to beach access points. To better protect the pups during this important time, the parking lot will only be open when park staff and volunteers are present, every day from 10:00 am to 4:00 pm. The beach itself will remain closed, but seals are viewable from the parking lot and Ken Patrick Visitor Center area during these hours. All vehicles must vacate the parking lot after 4:00 pm.",Park Closure,[],2025-12-29 00:00:00.0,Point Reyes National Seashore,PWR,PORE,CA,yes,2026-01-15
0EBAC395-1B4F-43EE-B58B-DB07DB142E16,https://www.nps.gov/nace/learn/management/public-notice-keaq-parkinglot.htm,"Kenilworth Aquatic Gardens Main Entrance Closed until March 31, 2026",KEAQ,"Kenilworth Aquatic Gardens main entrance and parking lot will remain closed until March 31, 2026, at 11:59 pm. Visitors may enter through the gate at Anacostia Ave NE and Douglas St NE. Street parking is available.",Park Closure,[],2025-12-29 00:00:00.0,,,,,yes,2026-01-15
2DB8D95A-64F3-436F-A3C4-D1DF7918B30E,https://www.nps.gov/nace/learn/management/greenbelt-south-parking-lot.htm,"South Parking Lot of Greenbelt Park Closed to Vehicles until March 31, 2026",GREE,"The south parking lot of Greenbelt Park will be closed to vehicle access until March 31, 2026, at 11:59 p.m. The area will remain available to pedestrians.",Park Closure,[],2025-12-29 00:00:00.0,Greenbelt Park,NCR,GREE,MD,yes,2026-01-15
07F86974-7292-4C7B-A3B9-C2CB2F786BA9,https://www.facebook.com/watch/?v=418727772730239,Winter Weather Information – Updates Posted as Needed,PAGR,"During winter snow advisories or warnings, park grounds and parking lots can become inaccessible, resulting in delayed openings or temporary closures until staff can safely clear snow. Tours could be canceled, and restrooms may be locked until conditions improve. Winter conditions at the falls can create icy surfaces at Overlook and Mary Ellen Kramer Parks, which can also lead to temporary closures. If open, visitors are advised to use extreme caution. Click “More” to view a winter safety video.",Caution,[],2025-12-28 00:00:00.0,Paterson Great Falls National Historical Park,NER,PAGR,NJ,yes,2026-01-15
EE18B263-0E7C-43BD-985C-4B6D9B7E870B,https://www.nps.gov/deva/planyourvisit/conditions.htm,Some roads and campgrounds closed,DEVA,"Several park roads and campgrounds are closed. Some open roads damaged shoulders. Drive with caution. Click ""more"" and scroll down for detailed information.",Information,[],2025-12-26 00:00:00.0,Death Valley National Park,PWR,DEVA,"CA, NV",yes,2026-01-15
B497521F-816F-4622-9333-7EAAC75D0CA8,https://www.nps.gov/slbe/planyourvisit/trailscenicdriveski.htm,Pierce Stocking Scenic Drive closed for annual winter/spring season,SLBE,The Pierce Stocking Scenic Drive is closed to vehicles for the annual winter and spring closure. The drive is open for hiking and walk-in recreation during the vehicle closure.,Information,"[{'title': 'Pierce Stocking Scenic Drive annual winter/spring road closure', 'id': 'B497521F-816F-4622-9333-7EAAC75D0CA8', 'type': 'roadevent', 'url': 'https://www.nps.gov/slbe/planyourvisit/conditions.htm'}]",2025-12-23 00:00:00.0,Sleeping Bear Dunes National Lakeshore,MWR,SLBE,MI,yes,2026-01-15
62307535-8FD0-4769-A862-B8017E0702D2,,Sol Duc Road Closed for the Winter,OLYM,The road will reopen in spring 2026.,Information,[],2025-12-23 00:00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2026-01-15
2D29B6CC-8C04-424A-802B-1312CA14B682,,Temporary closures possible if parking is unavailable,GRFA,"If parking lots are full, there is a temporary closure of the park entrance at Georgetown Pike & Old Dominion Dr. Park re-opens when space is available. No waiting, no street parking. Updates at Great Falls Park Facebook page.",Information,[],2025-12-22 00:00:00.0,,,,,yes,2026-01-15
86766F80-FC37-48FF-883F-68A844E6F924,https://www.nps.gov/dewa/planyourvisit/conditions.htm,Routine Winter Service Levels in Effect,DEWA,"Roads and areas of the park may be closed or inaccessible during the winter, Please check the park's current conditions page to learn more.",Park Closure,"[{'title': 'Routine Winter Service Levels', 'id': '86766F80-FC37-48FF-883F-68A844E6F924', 'type': 'roadevent', 'url': 'https://www.nps.gov/dewa/planyourvisit/conditions.htm'}]",2025-12-16 00:00:00.0,Delaware Water Gap National Recreation Area,NER,DEWA,PA,yes,2026-01-15
14D5712C-141A-43FC-9088-8F31B4B3ECF6,,Fayette Station Road closure Jan 6 thru winter,NERI,The WV DOH will be closing the Tunny Hunsaker Bridge on Fayette Station Road from January 12 through the winter for bridge deck replacement. The road will be closed from Taeys Landing on the north side to the end of the one-way traffic on the south side.,Information,[],2025-12-12 00:00:00.0,New River Gorge National Park and Preserve,NER,NERI,WV,yes,2026-01-15
FF05DA0E-813F-450F-880A-A818832377D3,,Eastern Front Tour Road south of Route 36 - Closed,PETE,The Eastern Front Tour Road south of Route 36 is closed to all vehicles due to a sinkhole near Harrison Creek (stop 4). Walkers and bicyclist are allowed to use the road. Use caution in the Harrison Creek area.,Park Closure,"[{'title': 'Eastern Front Tour Road south of Route 36 - Closed', 'id': 'FF05DA0E-813F-450F-880A-A818832377D3', 'type': 'roadevent', 'url': 'https://www.nps.gov/pete/planyourvisit/conditions.htm'}]",2025-12-11 00:00:00.0,Petersburg National Battlefield,NER,PETE,VA,yes,2026-01-15
E3399C63-736C-4261-95F8-DB559A6AEF79,https://www.nps.gov/care/planyourvisit/reef-ride-bike-days.htm,Reef Ride Bike Days 2026,CARE,"For this special event in honor of National Public Lands Day, the Scenic Drive will be closed to motor vehicles for part of the day on Saturday, September 19 and Saturday, September 26, 2026. The road will be closed to vehicles from sunrise to 3 pm to allow for bicycles and pedestrians to enjoy the road at a more leisurely pace. The main road through the park (UT highway 24) - will remain open and unaffected by this closure.",Information,[],2025-12-10 00:00:00.0,Capitol Reef National Park,IMR,CARE,UT,yes,2026-01-15
97021E8F-BD88-412C-9AFF-14E6B73C57AE,,Closure Area by Grange,CUIS,"Contractors have continued working on repairs to the Grange house. To complete needed work safely we are altering vehicle and pedestrian traffic from the road by the Grange. The closure area includes the entire Grange yard, road through that area, and part of the bend where the water hydrant is. The closure DOES NOT include the road that goes on the west side of the Grange down to the Grange dock. Please use alternate routes until this work is completed. Do not drive in the grass on the historic landscapes",Information,[],2025-12-10 00:00:00.0,Cumberland Island National Seashore,SER,CUIS,GA,yes,2026-01-15
9D047BC4-DC86-4A9D-AF1E-8299D40C6A71,https://www.nps.gov/noca/planyourvisit/road-conditions.htm,Cascade River Road Winter Closure,NOCA,Cascade River Road is closed to vehicles at milepost 21 (Johnson Cabin) two miles before the trailhead. Foot and bicycle traffic is permitted beyond the gate.,Park Closure,[],2025-12-08 00:00:00.0,North Cascades National Park,PWR,NOCA,WA,yes,2026-01-15
7A6AA68A-858F-4171-887D-5F31123C7CB6,https://www.nps.gov/piro/planyourvisit/winter-road-closures.htm,Most Park Roads Not Maintained for Winter,PIRO,"Sand Point Road is the only park road maintained in winter. Miners Castle Road, Chapel Road, Beaver Road, and H-58 between Grand Marais and Adam's Trail are not maintained.",Information,[],2025-12-08 00:00:00.0,Pictured Rocks National Lakeshore,MWR,PIRO,MI,yes,2026-01-15
E5F3836C-7B40-4550-9650-4F50BF4CE491,https://www.nps.gov/mora/planyourvisit/carbon-river-and-mowich.htm,SR 165 Carbon River/Fairfax Bridge is closed: no access to Carbon River or Mowich Lake.,MORA,"There is NO public access to Carbon River & Mowich Lake from SR 165. The bridge is closed to pedestrians, bicycles and vehicles and there is no alternate route.",Park Closure,"[{'title': 'SR165 Carbon River/Fairfax Bridge Closed', 'id': 'E5F3836C-7B40-4550-9650-4F50BF4CE491', 'type': 'roadevent', 'url': 'https://www.nps.gov/mora/planyourvisit/conditions.htm'}]",2025-12-04 00:00:00.0,Mount Rainier National Park,PWR,MORA,WA,yes,2026-01-15
A938A005-678D-4F0D-B343-62CDF69CE084,,Winter Closures,BLCA,"The following areas are closed for the winter season: [1] South Rim Road beyond the visitor center. [2] All North Rim facilities and vehicle access. North Rim Road is closed to vehicles and gated at the park boundary. [3] East Portal Road--the road and its closure are managed by the U.S. Bureau of Reclamation. Pedestrians and bicycles are currently allowed on closed roads, conditions permitting. Use caution.",Park Closure,[],2025-12-01 00:00:00.0,Black Canyon of the Gunnison National Park,IMR,BLCA,CO,yes,2026-01-15
0D8273AD-15B9-4C8C-BDDD-29FEF4E1842E,,Soda Lake Crossing Closed,MOJA,The Soda Lake crossing of the Mojave Road is temporarily closed due to muddy conditions. The temporary closure is to prevent resource damage. It will reopen as soon as conditions permit.,Park Closure,[],2025-11-30 00:00:00.0,Mojave National Preserve,PWR,MOJA,CA,yes,2026-01-15
2F801986-6885-4AD0-B868-1A20A47DAD80,,Hart Mine Road Closed,MOJA,Hart Mine Road Closed.,Park Closure,[],2025-11-28 00:00:00.0,Mojave National Preserve,PWR,MOJA,CA,yes,2026-01-15
5EA43EBB-D13C-4554-9E0A-CCCBFBBCDB23,,Pa-Hay-Okee Overlook Trail closed for construction until January 2026,EVER,"The Pa-Hay-Okee boardwalk trail, tower and parking lot will be closed for a replacement project until January 2026. This is to replace aging boardwalk and tower. The road remains open as a turnaround.",Park Closure,[],2025-11-26 00:00:00.0,Everglades National Park,SER,EVER,FL,yes,2026-01-15
A79675F3-3319-4234-9D68-5C3A6235E47D,,Increased Logging Activity,KAWW,Logging trucks and other large machinery will be active on portions of Swift Brook and Roberts Road for an undetermined amount of time. Please use caution when driving. Always pull over for logging trucks and only continue driving when it is deemed safe.,Caution,[],2025-11-26 00:00:00.0,Katahdin Woods and Waters National Monument,NER,KAWW,ME,yes,2026-01-15
C6B6FF0D-39EC-46F0-8A6D-582D9F3A38C5,,Smith Point Bridge Following Single Lane Traffic Pattern,FIIS,Visitors and Sportsman’s Vehicle Permit holders driving to access the Otis Pike Wilderness should be aware that the Smith Point Bridge is open currently following a single lane traffic pattern. Previous 3-ton weight and time restrictions have been lifted.,Information,[],2025-11-24 00:00:00.0,Fire Island National Seashore,NER,FIIS,NY,yes,2026-01-15
