id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,park,region,alpha,State,Road Closed Flag,date
24E3727F-900F-4F51-A9D5-B153E684B7EA,https://www.nps.gov/grte/planyourvisit/roads.htm,Winter Seasonal Road Closures,GRTE,"Portions of the Teton Park Road (Taggart Lake TH to Signal Mt.), Moose-Wilson Road (Granite Canyon TH to Death Canyon Road), and other roads are closed to vehicles. Check the Grand Teton Roads page for the latest seasonal and weather related closures. When free of snow, Teton Park and Moose-Wilson Roads are available for pedestrian use, including walking and biking. After they are snow-covered: skiing, snowshoeing, and walking are allowed.",Information,[],00:00.0,Grand Teton National Park,IMR,GRTE,WY,yes,2025-11-05
94C554FE-F940-4799-8DF1-8628E95899AD,,What to Expect During Government Funding Lapse,GLCA,"The following areas are not currently open or accessible at this time: the Carl Hayden, Escalante, and Bullfrog Visitor Centers, Park HQ, Chains Road, and Wahweap Overlook.",Park Closure,[],00:00.0,Glen Canyon National Recreation Area,IMR,GLCA,"AZ,UT",yes,2025-11-05
734C8C1D-CB6F-4623-AEFB-2E48B5F85469,,What to Expect During Government Funding Lapse,CAVO,The following are not currently open or accessible at this time: the Capulin Volcano Visitor Center; motor vehicle access on Volcano Highway to the top parking lot (hiking and biking are allowed); or bathrooms (only vault toilet at Volcano top parking lot via 2 mile hike or bike).,Park Closure,[],00:00.0,Capulin Volcano National Monument,IMR,CAVO,NM,yes,2025-11-05
4541E136-7CAC-4E12-B72E-8D98A49FB93B,,Going-to-the-Sun Road Seasonal Closure,GLAC,"Going-to-the-Sun Road is now closed for the season between Avalanche Creek and Logan Pass. Travel on other sections of the road, including for hiker-biker access, may change at any time due to winter weather conditions. Travelers in the area should stay informed about road conditions as they may affect park access.",Park Closure,[],00:00.0,Glacier National Park,IMR,GLAC,MT,yes,2025-11-05
541F6968-7607-40A0-BCB8-C61EC5C64DA4,,What to Expect During Government Funding Lapse,FODO,"The following roads are not currently open or accessible to vehicles at this time: main park road to river batteries (Tour Stop #4), Graves Battery Road and National Cemetery Drive. All roads, trails and park grounds remain open to pedestrian traffic.",Park Closure,[],00:00.0,Fort Donelson National Battlefield,SER,FODO,TN,yes,2025-11-05
EE832C69-262C-493B-9BAE-B1DEA46023E3,,What to Expect During Government Funding Lapse,ABLI,"While access to the grounds and trails of Abraham Lincoln Birthplace National Historical Park is available, the following areas, visitor centers, and facilities are not currently open or accessible at this time: Visitor Center and main parking lot, Memorial Building, and Picnic Area restroom facility at the Birthplace Unit; Knob Creek Tavern and restroom facility at the Boyhood Home Unit at Knob Creek.",Park Closure,[],00:00.0,Abraham Lincoln Birthplace National Historical Park,SER,ABLI,KY,yes,2025-11-05
D8C70422-302F-44BD-BF41-8317697C2A8A,https://www.nps.gov/mora/planyourvisit/upload/PUBLIC-winter-matrix_Nov2018_access.pdf,Nightly Longmire Gate Closures,MORA,"Regular winter nightly closures of the Longmire gate to Paradise will begin starting October 31. The uphill gate will close each day at 4pm (the downhill gate will close at 5pm). The gate will reopen at 9am the next day if conditions allow. The road may close early or remain closed the entire day due to weather or staffing conditions, as determined by the Winter Road Opening Matrix (choose the ""more"" link).",Park Closure,[],00:00.0,Mount Rainier National Park,PWR,MORA,WA,yes,2025-11-05
C7DB457F-58CA-4C25-B7F4-17FA3FF53AD1,https://www.nps.gov/grsm/planyourvisit/conditions.htm,Old NC 284 is closed from Cataloochee Creek to Cataloochee Valley,GRSM,"Old NC 284 is open from Big Creek to Cataloochee creek, however there is no access to Cataloochee Valley via Old NC 284 due to road damage. Visitors may access Cataloochee Valley via Old Cataloochee Turnpike.",Park Closure,"[{'title': 'Old 284 closed to all traffic near Cataloochee', 'id': 'C7DB457F-58CA-4C25-B7F4-17FA3FF53AD1', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2025-11-05
83FCF166-F81F-4492-A1D1-3013CD2A09D3,https://www.nps.gov/grsm/planyourvisit/conditions.htm,Park Headquarters Road closed,GRSM,Park Headquarters Road is closed due to rehabilitation work on the Sugarlands water and wastewater systems. The Gatlinburg Trail is open. Visitors can access this trail from Gatlinburg or the Sugarlands Visitor Center.,Park Closure,"[{'title': 'Park Headquarters Road closed', 'id': '83FCF166-F81F-4492-A1D1-3013CD2A09D3', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2025-11-05
22883896-50D9-496D-8AF5-6184DE3BA8F7,,Cunard Road Closure,NERI,Cunard Road is closed through the winter due to ongoing construction. The closure is just beyond the Brooklyn Miner Trail and both the Brooklyn Miner and the Kaymoor trail remain open. The closure is expected to last until the end of March. Check back for updates.,Park Closure,[],00:00.0,New River Gorge National Park and Preserve,NER,NERI,WV,yes,2025-11-05
3AB12B2F-7C46-4EFF-BF4B-B431F4FB2C81,,North Entrance Road and Rim Drive are CLOSED for the Season,CRLA,The North Entrance Road and Rim Drive are now CLOSED for the season. They will not reopen until mid to late June or July 2026.,Park Closure,"[{'title': 'North Entrance Road and Rim Drive are CLOSED for the Season', 'id': '3AB12B2F-7C46-4EFF-BF4B-B431F4FB2C81', 'type': 'roadevent', 'url': 'https://www.nps.gov/crla/planyourvisit/conditions.htm'}]",00:00.0,Crater Lake National Park,PWR,CRLA,OR,yes,2025-11-05
8A5D7467-9F35-4FB8-A035-AE9DA6039BA9,https://www.nps.gov/dino/learn/news/quarryexhibithallfall2025closure.htm,Quarry Exhibit Hall Temporary Closure,DINO,"The Quarry Exhibit Hall ""Wall of Bones"" is temporarily closed for a major road, parking lot, and sidewalk construction project. There will be no visitor access to the fossils in the quarry when closed.",Park Closure,[],00:00.0,Dinosaur National Monument,IMR,DINO,"CO,UT",yes,2025-11-05
30118474-24CD-4998-9436-4D1E39754AED,,Closed areas,GWMP,"Due to a lapse in appropriations, the following park areas are closed: •Parkway Headquarters •Turkey Run Park •South Turkey Run Area •Fort Marcy •Great Falls Park •Clara Barton National Historic Site •Theodore Roosevelt Island and Parking Lot •Arlington House (The Robert E. Lee Memorial) and associated facilities •Gravelly Point •Roaches Run •Jones Point Park Parking Lot and Restroom •Collingwood Picnic Areas •Riverside Park •Fort Hunt Park",Park Closure,[],00:00.0,George Washington Memorial Parkway,NCR,GWMP,DC,yes,2025-11-05
D092610A-AD5D-45F8-B8D9-A283FA55D7F2,,What to Expect During Government Funding Lapse,SAGU,"The following are not currently open or accessible at this time: the Rincon Mountain Visitor Center, the Rincon Mountain District Entrance Road/Cactus Forest Loop Drive is not open to vehicle traffic. All other park areas are open.",Park Closure,[],00:00.0,Saguaro National Park,IMR,SAGU,AZ,yes,2025-11-05
4D18B12B-E625-4D7C-825A-C779A6EACCA5,https://www.co.jefferson.wa.us/CivicAlerts.aspx?AID=1478,South Shore Quinault Road Closed Outside of Park Boundary,OLYM,South Shore Road – which is maintained by Jefferson County – is closed due to a major wash-out. The North Fork Trailhead and Campground can be reached via N Shore Rd.,Information,[],00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2025-11-05
2D6862D7-9E2F-42EB-87CB-922FEB8A77E7,,Hurricane Ridge Rd will close at 5:00pm on 10/17/25,OLYM,The Hurricane Ridge Road will close at 5:00pm on 10/17/25 due to incoming winter weather.,Caution,[],00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2025-11-05
BF786513-04CA-4234-8A9F-A3581363D747,https://www.nps.gov/olym/planyourvisit/current-road-conditions.htm,Temporary bridge on North Shore Quinault Rd to be removed on 10/23/25,OLYM,"Olympic National Park crews will remove a temporary bridge on the North Shore Quinault Road on October 23, 2025 for the winter. The temporary bridge will likely not withstand winter weather conditions. The Graves Creek area will be inaccessible to vehicle traffic due to the bridge removal and South Shore Rd closure. See alert.",Information,[],00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2025-11-05
3C26F7B6-5D18-43B9-9627-BC4EE02AA0F1,https://www.doi.gov/shutdown,What to Expect During Government Funding Lapse,LEWI,The following are not currently open or accessible at this time: Fort Clatsop Visitor Center and parking area. Fort Clatsop Replica and parking area. Netul Landing and parking area. Fort to Sea Trail will remain open. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.,Park Closure,[],00:00.0,Lewis and Clark National Historical Park,PWR,LEWI,OR,yes,2025-11-05
3AE3D70F-9C2F-48A4-A10E-D3FACF4FB8E4,,Road Closures May Be in Effect,LAVO,Weather patterns in October and November may cause the park road to close temporarily due to snow. Alerts may not be updated in a timely manner due to the lapse in appropriations. Please check local weather forecasts and plan accordingly when considering a trip to Lassen in the fall.,Caution,[],00:00.0,Lassen Volcanic National Park,PWR,LAVO,CA,yes,2025-11-05
FCCD6AAE-4A39-4B3E-9784-6032AB35B150,,What to Expect During Government Funding Lapse,COWP,"There are currently no amenities or services available due to the lapse in government funding. All buildings/facilities/public restrooms including the tour road, parking lots beyond the main gate, and visitor center are closed.",Park Closure,[],00:00.0,Cowpens National Battlefield,SER,COWP,SC,yes,2025-11-05
AFD9D064-AA5E-42EE-9F1D-E867AF20EA3E,,What to Expect During Government Funding Lapse,KIMO,There are currently no amenities or services available due to the lapse in government funding. All buildings/facilities/public restrooms are closed including the visitor center and headquarters parking lots.,Park Closure,[],00:00.0,Kings Mountain National Military Park,SER,KIMO,SC,yes,2025-11-05
9D7BE158-F902-4F33-A87B-B635EDDE8113,,Hilina Pali and Mauna Loa Road Closed to Vehicles,HAVO,Hilina Pali Road (at Mauna Iki Trail) and Mauna Loa Road (at Kīpukapuaulu) are temporarily closed to vehicles due to high fire danger; hiking and bicycling are permitted,Park Closure,[],00:00.0,Hawai'i Volcanoes National Park,PWR,HAVO,HI,yes,2025-11-05
D9770505-90C7-487F-8CA4-639B156373AD,,The following are not currently accessible at this time:,STRI,"The visitor center and restrooms are closed. The main tour road, visitor center parking lot, Redoubt Brannan, McFadden Farm/Tour Stop 6, and Stones River National Cemetery are closed to vehicles.",Park Closure,[],00:00.0,Stones River National Battlefield,SER,STRI,TN,yes,2025-11-05
9444532C-FB52-42F2-956C-E475C5CF73FB,,Delays on Wawona Road (continuation of Highway 41),YOSE,Expect delays on Wawona Road between Yosemite Valley and Wawona from Sundays at 11 pm through Fridays at 4:30 pm until approximately mid-November.,Information,"[{'title': 'Wawona Road Delays', 'id': '9444532C-FB52-42F2-956C-E475C5CF73FB', 'type': 'roadevent', 'url': 'https://www.nps.gov/yose/planyourvisit/conditions.htm'}]",00:00.0,Yosemite National Park,PWR,YOSE,CA,yes,2025-11-05
C213E402-79E1-48A4-9B76-C33A247C8395,,National Cemetery Closed to Vehicles; Open to Pedestrians,VICK,"Due to weather related incidents, Vicksburg National Cemetery is closed to vehicular traffic, however it is open to pedestrians. Visitor can park in the adjacent USS Cairo parking lot and walk into the cemetery.",Park Closure,[],00:00.0,Vicksburg National Military Park,SER,VICK,MS,yes,2025-11-05
A6EDA210-4EDE-4A7F-9000-E6BBFB95BDCE,,Louisiana Circle Closed,VICK,Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.,Park Closure,[],00:00.0,Vicksburg National Military Park,SER,VICK,MS,yes,2025-11-05
98CB65BD-C200-47D3-A9FD-B3B452B9DC5D,https://www.nps.gov/grsa/planyourvisit/medano-pass-road.htm,Medano Pass Primitive Road Impassible to Most Vehicles at Crossing Two,GRSA,Driving the Medano Primitive Road is NOT ADVISED at this time. Erosion and deep mud near the second creek crossing are making the road impassible to most vehicles. There have been many instances the area is blocked by a stuck vehicle. All vehicle operators will be responsible for their own vehicle recovery and could incur significant expense from third party towing/recovery operators.,Caution,[],00:00.0,Great Sand Dunes National Park and Preserve,IMR,GRSA,CO,yes,2025-11-05
9D047BC4-DC86-4A9D-AF1E-8299D40C6A71,https://www.nps.gov/noca/planyourvisit/road-conditions.htm,Cascade River Road Closure due to Road Conditions,NOCA,Cascade River Road is closed to vehicles at milepost 20 (Eldorado parking lot) three miles before the trailhead. Foot and bicycle traffic is permitted beyond the gate.,Park Closure,[],00:00.0,North Cascades National Park,PWR,NOCA,WA,yes,2025-11-05
0EBAC395-1B4F-43EE-B58B-DB07DB142E16,https://www.nps.gov/nace/learn/management/public-notice-keaq-parkinglot.htm,"Kenilworth Aquatic Gardens Parking Lot Closed until December 31, 2025",KEAQ,"Kenilworth Aquatic Gardens main entrance and parking lot will remain closed until December 31, 2025, at 11:59 pm. Visitors may enter through the gate at Anacostia Ave NE and Douglas St NE. Street parking is available.",Park Closure,[],00:00.0,,,,,yes,2025-11-05
6EC20CC5-4731-4E02-BDE1-AC5330C09182,,Oct 3-5: Temporary Lane Closure on Rock Creek and Potomac Parkway,ROCR,"From Friday, Oct. 3 at 8 pm until Sunday, Oct. 5 at 8 pm, the right southbound lane of Rock Creek and Potomac Parkway will be closed between P Street NW and Pennsylvania Avenue NW to allow DC Water to conduct repair work.",Information,[],00:00.0,Rock Creek Park,NCR,ROCR,DC,yes,2025-11-05
587FA8D1-FD28-4A77-A5B8-6ED5CC62BAA0,https://www.nps.gov/biso/learn/news/access-to-big-south-fork-s-scenic-o-w-road-blocked-due-to-bridge-failure.htm,Access to Big South Fork’s Scenic O&W Road Blocked Due to Bridge Failure,BISO,Road access to O&W Road was blocked by order of the State of Tennessee Department of Transportation. Pine Creek Bridge was closed by the state because it was deemed unsafe. The closed bridge is the first bridge on O&W Road after the Toomey Road intersection. The closed bridge is outside of the boundary of the Big South Fork National River & Recreation Area.,Information,[],00:00.0,Big South Fork National River and Recreation Area,SER,BISO,"KY,TN",yes,2025-11-05
34716E37-18AB-400B-96D0-2DA7E0F28B40,,Road Closures,BIBE,"River Road East is open from the eastern end to the Glenn Spring Road junction. Glenn Spring Road is open. The paved road between Castolon and Santa Elena Canyon (Park Route 16) is open. River Road is closed west of the Glenn Springs Road junction. Old Ore Road, Hot Springs Road, and Black Gap Road are all closed. Unpaved roads require 4-wheel drive. Your safety is your responsibility, be prepared to self-rescue.",Park Closure,[],00:00.0,Big Bend National Park,IMR,BIBE,TX,yes,2025-11-05
6BF7A5BC-3966-4B77-B66D-A09141E99AF6,,Use Caution Kelso Dunes Road,MOJA,"Flooding has resulted in damage to Kelso Dunes Road. Watch for numerous washouts with dirt, rocks, potholes, debris and sharp shoulder drop-offs. Use caution when driving and watch for road crews at work.",Caution,[],00:00.0,Mojave National Preserve,PWR,MOJA,CA,yes,2025-11-05
DE5C4C84-FCB5-497A-8F27-117A76E9CF6D,,Temple Bar Road Down to One Lane at Several Wash Crossings,LAKE,Due to a storm on 9/26/25 the road was flooded at several wash crossings. The road has reopened but is down to one lane in several places. Use caution where rocks are still in the road and areas that work crews are present.,Caution,[],00:00.0,Lake Mead National Recreation Area,PWR,LAKE,NV,yes,2025-11-05
48D3D569-48E9-4387-A2D1-7572A7DA8CC5,,Dyer Road Closed Due to Road Construction,CHCH,"Road closures/construction will continue on the east section of Dyer Road, between Glenn-Kelly and LaFayette Roads, and will extend onto the west portion of Dyer Road, between Glenn-Kelly and Chickamauga-Vittetoe Roads. During the closures, all public traffic, including motorists, equestrians, pedestrians and bicyclists, is prohibited from using the closed sections.",Information,"[{'title': 'Dyer Road Closure', 'id': '48D3D569-48E9-4387-A2D1-7572A7DA8CC5', 'type': 'roadevent', 'url': 'https://www.nps.gov/chch/planyourvisit/conditions.htm'}]",00:00.0,Chickamauga and Chattanooga National Military Park,SER,CHCH,GA,yes,2025-11-05
0C295297-2DE0-4ECC-AD36-9E7E0F1C3920,,Intermitent Road Work,FOUN,Visitors should be aware that there is road work occurring in the park starting August 12th and potentially continuing through November. There may be some minor delays and alternative parking arrangements.,Information,[],00:00.0,Fort Union National Monument,IMR,FOUN,NM,yes,2025-11-05
0ECC4397-6B6E-4F11-A62D-D6F30D6025AA,https://www.nps.gov/blca/learn/news/south-rim-of-black-canyon-to-open-south-rim-road.htm,Park Closures Due to Wildfires,BLCA,"As of 9/24/2025: South Rim Road and visitor center have reopened. East Portal Road is open. North Rim is open. South Rim Campground, East Portal Campground, and some trails remain closed. Do not enter closed or burned areas until further notice.",Park Closure,[],00:00.0,Black Canyon of the Gunnison National Park,IMR,BLCA,CO,yes,2025-11-05
800234DB-9C92-434E-B583-3CC8DEF65B5A,https://www.nps.gov/deva/planyourvisit/conditions.htm,Many Roads Closed due to Flooding,DEVA,"Badwater Road, North Highway, and some other roads are still closed due to damage by flash floods on 9/19/2025. Click ""More"" for a full list of closures.",Park Closure,[],00:00.0,Death Valley National Park,PWR,DEVA,"CA, NV",yes,2025-11-05
FF358624-59A9-4291-8ACD-59559EA6FBF3,,"Tree Thinning Project Will Cause Short Delays Starting September 28, 2025",WICA,"Expect one-way traffic with short delays along Highways 87 and 385 while contractors remove pine saplings to improve visibility and safety along roadways. A pilot car will lead vehicles through the project area. The project begins on Sunday, September 28, and continues until complete.",Caution,[],00:00.0,Wind Cave National Park,MWR,WICA,SD,yes,2025-11-05
744C5488-40B2-4AB9-BFF9-BF456E8CE791,https://www.nps.gov/gwmp/learn/news/national-park-service-to-conduct-tree-maintenance-along-southern-section-of-the-george-washington-memorial-parkway.htm,Tree Maintenance Along Southern Section of the GWMP,GWMP,"Beginning September 22, the NPS will conduct tree maintenance along the GWMP between Mount Vernon and just south of Alexandria. To safely complete this work, temporary single-lane closures will be required in both directions. At times, short segments of the parkway may experience brief, periodic directional closures.",Information,[],00:00.0,George Washington Memorial Parkway,NCR,GWMP,DC,yes,2025-11-05
DF381D66-D1B0-4097-AA24-E18AEF4D0CD2,https://www.nps.gov/elma/planyourvisit/el-calderon-trail-closed.htm,"El Calderon Trail closed for  Facilities & National Capital Parks - East Headquarters,NACE,"Extension of temporary closure prohibiting the public from entering the area around the USPP Anacostia Operations Facility, USPP Aviation Facility, and National Capital Parks – East Headquarters through 11:59 pm Wednesday, December 31, 2025. Access through Aviation Drive SE entrances and the metro access gate into Anacostia Park willconstruction August 11, 2025 through May 2026",ELMA,"The El Calderon Trail and parking area are closed from August 11, 2025, through late May 2026 for a major improvement project. NPS Road 100 will remain open for local traffic only, and the Continental Divide Trail will remain open for CDT thru-hikers.",Park Closure,[],00:00.0,El Malpais National Monument,IMR,ELMA,NM,yes,2025-11-05
5541A600-5CAD-4CB4-A17D-6EEDCE161C59,https://www.nps.gov/nace/learn/management/public-notice-0812.htm,Public Access Closure around USPP be closed.",Park Closure,[],00:00.0,,,,,yes,2025-11-05
6D4A0356-53A4-4F41-9A5D-261C971A777B,https://www.nps.gov/nace/learn/management/public-notice-0812.htm,Public Access Closure around USPP Facilities & National Capital Parks - East Headquarters,ANAC,"Extension of temporary closure prohibiting the public from entering the area around the USPP Anacostia Operations Facility, USPP Aviation Facility, and National Capital Parks – East Headquarters through 11:59 pm Wednesday, December 31, 2025. Access through Aviation Drive SE entrances and the metro access gate into Anacostia Park will be closed.",Park Closure,[],00:00.0,,,,,yes,2025-11-05
2DB8D95A-64F3-436F-A3C4-D1DF7918B30E,https://www.nps.gov/nace/learn/management/greenbelt-south-parking-lot.htm,South Parking Lot of Greenbelt Park Closed to Vehicle Access,GREE,"The south parking lot of Greenbelt Park will be closed to vehicle access until December 31, 2025, at 11:59 p.m. The area will remain available to pedestrians.",Park Closure,[],00:00.0,Greenbelt Park,NCR,GREE,MD,yes,2025-11-05
4B90ADC8-4E9F-4E63-84E8-1D3AA9A30751,,Pavement Preservation Project- Playalina District Beginning 9/22/25,CANA,"Playalinda Beach District will begin a Federal Highways pavement preservation project on Sept. 22nd, 2025. Visitors to the seashore should expect limited access to some parking areas and roadways to include the vistas",Park Closure,[],00:00.0,Canaveral National Seashore,SER,CANA,FL,yes,2025-11-05
2397FFE0-9476-48E8-AFCB-88B3EF38F48C,,West and East Border Roads closed for public safety,ORPI,All border roads remain closed (the dirt roads directly along the border and all crossover roads leading from South Puerto Blanco Drive to the border) to all public vehicle and pedestrian traffic for public safety. South Puerto Blanco Drive remains open.,Park Closure,[],00:00.0,Organ Pipe Cactus National Monument,IMR,ORPI,AZ,yes,2025-11-05
3873EBBF-7F1F-4F42-BF76-F4CE91809C48,,Use caution on Essex and Black Canyon Roads,MOJA,"Flooding has resulted in damage to Essex and Black Canyon roads. Watch for numerous washouts with dirt, rocks, and debris. Use caution when driving and watch for road crews at work.",Caution,[],00:00.0,Mojave National Preserve,PWR,MOJA,CA,yes,2025-11-05
82DB9E9B-238C-4841-9001-74906E6B8C29,,9/19/2025 Update - Parkway and Campground closed from MP 181-204.,NATR,The parkway is closed to all traffic from MP 181-204. This includes Jeff Busby Campground at MP 193.1. Follow the signed detour to travel around the closure. Construction is anticipated to continue through October.,Park Closure,"[{'title': 'Road Repavement', 'id': '82DB9E9B-238C-4841-9001-74906E6B8C29', 'type': 'roadevent', 'url': 'https://www.nps.gov/natr/planyourvisit/conditions.htm'}]",00:00.0,Natchez Trace Parkway,SER,NATR,"AL,MS,TN",yes,2025-11-05
E71075A9-7B49-41E9-9245-C97CF151772A,https://www.nps.gov/vick/planyourvisit/illinois-memorial-restoration.htm,Illinois Memorial Closed for Restoration,VICK,"The memorial itself is closed for restoration starting on September 16, 2025. The parking area is partially closed. Parking spaces are open to allow access to Tour Stop 2/Shirley House. Tour Stop 3/3rd Louisiana Redan is open. The Tour Road is open.",Park Closure,[],00:00.0,Vicksburg National Military Park,SER,VICK,MS,yes,2025-11-05
242DC728-7BD3-46D6-B3AD-AFF46852B76D,https://www.facebook.com/share/p/1HZoom3uMr/,"Dingmans Falls Trail, Road, and Access Closed for Bridge Replacement",DEWA,"Dingmans Falls site is closed for a bridge replacement project and trail rehabilitation. All traffic, including pedestrian, cyclist, and vehicle traffic, is prohibited on the road and trail during construction.",Park Closure,"[{'title': 'Dingmans Falls Road Bridge Replacement', 'id': '242DC728-7BD3-46D6-B3AD-AFF46852B76D', 'type': 'roadevent', 'url': 'https://www.nps.gov/dewa/planyourvisit/conditions.htm'}]",00:00.0,Delaware Water Gap National Recreation Area,NER,DEWA,PA,yes,2025-11-05
EF614A2C-8A9A-4188-AED2-768723DD55A3,https://www.nps.gov/seki/planyourvisit/road-conditions.htm,A Few Small Roads Closed Due to Roadway Damage,SEKI,"These roads are closed due to roadway damage during past storm events and/or repairs to roadway damage: Middle Fork Rd, Redwood Canyon Rd, South Fork Rd, Crystal Cave Rd",Park Closure,"[{'title': 'Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events', 'id': 'EF614A2C-8A9A-4188-AED2-768723DD55A3', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",00:00.0,Sequoia & Kings Canyon,PWR,SEKI,CA,yes,2025-11-05
